Hotel,URL,Room to be extracted
Aira Boutique Hanoi Hotel & Spa,https://www.trip.com/hotels/detail/?cityId=286&hotelId=71511941&checkIn=2024-09-09&checkOut=2024-09-10&adult=2&children=0&subStamp=945&crn=1&ages=&travelpurpose=0&curr=VND&link=title&hoteluniquekey=H4sIAAAAAAAAAONawsjFJMEkxMTBKDWTkWPz8_X3WIUYjQzuM1pslXeM6T_0VWNGvYNn0A651tcvGx0CeCYxSnO2vg7cIWca4iBoy3V9cYFtkIMTO8fUB9_iJVhmMLbe71HayCgPUvIuwGEHI9MJxv-zcxYwHZv9mnEXEwvHu9tVh4DU-_18p5gYLjEx3GJieMTE8IqJ4RMTwy-IfBMzQxczwyRmsKpZzAyLmBmkeNNMk5JSU1LMLUzMDQ0VhDSO7j-2jc1IaRIjU0TEKUYpQ3MDMzNzQwMLC0NLMz3LRIvUkNz8qLTiEEcrZilGNw_GIDYDQ0tTQ9coLS7m0GAXwVKmWRzScTIOUsxhfi6KCRePlUxdY2SvBeIZwnhJrKl5uhERGfMEChi7GDkEGD0YIxgrGF8xglT9AHsVAIESeStAAQAA&subChannel=&masterhotelid_tracelogid=f5bbedd784711&NewTaxDescForAmountshowtype0=T&detailFilters=17%7C1~17~1*80%7C0%7C1~80~0&hotelType=normal&barcurr=VND&locale=en-XX,Deluxe Room
Bespoke Trendy Hotel Hanoi (Formerly Hanoi La Siesta Hotel Trendy),https://www.trip.com/hotels/detail/?cityId=286&hotelId=2845396&checkIn=2024-08-27&checkOut=2024-08-28&adult=2&children=0&subStamp=1067&crn=1&ages=&travelpurpose=0&curr=VND&link=title&hoteluniquekey=H4sIAAAAAAAAAON6xcTFJMEkxMTBKHWfiWPS6s47rBa_BR1nzQSCnRUOnt80YvoP8dY4BPAUMoDAjVaHRkag0FeNNQ0OkxgPMHKCRBta_BwFQYyEEE9HJUeOe0fmiwrkSXy9sNlUgVETrPFAjIMhjGGxl8_xYZXIOveL4Q6eMEYQC0fDVokoFo4HC0WARnyd-0xDQFyi_dTeKYwwMzoaoGYAGRZljmBmSrWDJ4wBMmJ5AdCIBbNjleQVWCC6GryhuoAMi2ecQEXXj3FHMTixcjRM-sI4g_HK1bWMKxgZNzKCXbLQy2EHI9MJxsVHQxYwXb54wmIXE0ThISYWjrZV3KeYGC4xMdxiYngEFL--aArjKyaGT0Cphr2Fv6Aqm5gZupgZJjGD1c9ihihbxMwgxZtmaJxiaGRhYZ5klGypIKSxqPfLFjYjaw6gD7UE40M8w_wME9NzC0wyLUzNMo0NGCcxMkVEnGKUMjQ3MDMzNzSwsDC0NNOzTLRIDcnNj0orDnG0YpZidPNgDGKzMDMxMTOM0uJiDvNzAccFA8MHeykQTxHG0wLxDP8edfaqPGdkn8SamqcbEZExUaCAsYuRQ4DRgzGCsYLxFSNI1Q9wsAAA-Cb03h8CAAA&subChannel=&masterhotelid_tracelogid=f13d12887b2c9&NewTaxDescForAmountshowtype0=T&detailFilters=17%7C1~17~1*80%7C0%7C1~80~0&hotelType=normal&barcurr=VND&locale=en-XX,Cozy Deluxe Room
Dolce Wyndham (Khu Nhat Han HN),https://www.trip.com/hotels/detail/?cityId=286&hotelId=68045905&checkIn=2025-09-28&checkOut=2025-09-29&adult=2&children=0&subStamp=975&crn=1&ages=&travelpurpose=0&curr=VND&link=title&hoteluniquekey=H4sIAAAAAAAA_-N6z8TFJMEkxMTBKPWEiWPChSffWC1-CzoW2nJdX2zQ6OCZBgINzQ4BPIUMIPBjhkMjI1CuwPbcFIdJjEcYOUGiq8rjHQWBdEPA_ihHJReO__M_OAsoSbS3bf7IpMCoCdbJMtXBEMawOM3o-E0jpv_QrYkOnjBGECvH1rMbmKJYORq-NjEpOXF8v3tXSyBP4uCTW3sZYaY8yIaaAmRY7OVzXFIAdOnsdAdPGCOIhePIGqMoFo63T7WU5BVYINoY7KDagAyLZ5xARauusUUxOLFyrNj7nXkG48UZOxVWMDJuZFzn_rBKpC7IYQcj0wnG_d21C5ienXtmtosJovAQEwvHsYcCp5gYLjEx3GJieAQUX3zhJdMrJoZPQObbW2uZfkGVNjEzdDEzTGIGa5jFDFG3iJlBitfMzCLZxMLMwjAtLclYQUjj4sPDx9iMrDmAftQSjA_xDPMzzEmySCnMrDKyMDIwYJzEyBQRcYpRytDc1MDA0tjcxNDcyEIvxcTQxDTLLNHbJyLIilmK0c2DMYjNzNzU3MUwSouLOczPRXBng9E7_-WG9lIgniKMpwXiGcJ4SaypeboRERnzhAsYuxg5BBg9GCMYKxhfMYJU_QCHCwDOtL9TJAIAAA&subChannel=&masterhotelid_tracelogid=668c48681ffb3&NewTaxDescForAmountshowtype0=T&detailFilters=17%7C1~17~1*80%7C0%7C1~80~0&hotelType=normal&display=exavg&barcurr=VND&locale=en-XX,Golden Classic Twin
Fukura (Boutique - Kim Ma),https://www.trip.com/hotels/hanoi-hotel-detail-30012114/fukurai-boutique-apartments-ha-noi/?cityId=286&checkIn=2025-09-28&checkOut=2025-09-29&adult=2&children=0&subStamp=3001547&crn=1&ages=&travelpurpose=0&curr=VND&fgt=1&hasAidInUrl=true&mincurr=VND&minprice=1697185.00&mproom=1497512269&link=title&hoteluniquekey=H4sIAAAAAAAA_-Ny5WKSYBJi4mCUsuY4-6njFKsQo5HBDn6LvuwAjhmMl54u51vByLiDkekiIwMQ9Pwyd3wIZi18aun4gnHvkldfGBewMErx-FqmJ0V4uiWFZpSHKjBqvFt_-BibB2MQm6upoZmLYZQMF3NosIugyDr3h1UlMg5SzGF-Lopv1O5zeq4wtE9iLcvUDfPLmCfcxcjkwbiKkZ2L2cDIUIDpEyM_srnxRuYA5zrpKbAAAAA&subChannel=&masterhotelid_tracelogid=69c01654439f4583b30291d8ae1cf2da&NewTaxDescForAmountshowtype0=F&detailFilters=17%7C1~17~1*80%7C1%7C0~80~1*19%7C286~19~286&hotelType=meta&trip_sub1=28_09_2025_1_mapresults_30012114_VN_desktop_default_14207735733__1_0-LANG_VN-landing&display=inctotal&locale=en-XX,Standard Room
Grand Vista Hanoi (Kim Ma),https://www.trip.com/hotels/hanoi-hotel-detail-46038252/grand-vista-hanoi/?cityId=286&checkIn=2025-09-26&checkOut=2025-09-27&adult=2&children=0&subStamp=3001547&crn=1&ages=&travelpurpose=0&curr=VND&fgt=1&hasAidInUrl=true&mincurr=VND&minprice=1751011.00&mproom=1549241488&link=title&hoteluniquekey=H4sIAAAAAAAA_-Py5GKSYBJi4mCUsueYMPPeI1aL34IBHDMY3_z8KbqCkXEHI9NFRgYgsNpr4fgQzHq83crxBeOHc7daGRewMC5kBYlJbGBxlOLxzfBL88pPijDI90lWYNSYcfXwMTYPxiA2Y2dDcyOjKBku5jA_F8GdDUbv_Jcb2kuBeIowXhJrWaZumF_GHOEuRiYPxlWMDJ8Y-ZENjDcyBADAfJJHrQAAAA&subChannel=&masterhotelid_tracelogid=ec177926835a4ee8b016908910d89001&NewTaxDescForAmountshowtype0=F&detailFilters=17%7C1~17~1*80%7C1%7C0~80~1*19%7C286~19~286&hotelType=meta&trip_sub1=26_09_2025_1_mapresults_46038252_VN_desktop_default_14207735733__1_0-LANG_VN-landing&display=inctotal&locale=en-XX,Deluxe Twin Room
Ha Noi Hotel (Kim Ma),https://www.trip.com/hotels/detail/?cityId=286&hotelId=712286&checkIn=2025-09-28&checkOut=2025-09-29&adult=2&children=0&subStamp=154&crn=1&ages=&travelpurpose=0&curr=VND&link=title&hoteluniquekey=H4sIAAAAAAAA_-NaycTFJMEkxMTBKDWPiePM6pniFr8FHWP6D33VqKlw8Dx7BgiOVDsE8BQygEBAm0Mj4w651teBNxodJjE2MHKCRC3SAxwFQYw1j7wdlVw47n756iygKNG479xHJgVGTbBOhlYHQxjD4qyEI8wQTxgjiJVjw5wZjFGsHHc2NjIqySuwQDW6wjS6Olg84wxi4bi4lzOKwYmV48HONqYZjPf2aK9gZNzICDRlh5yrl8MORqYTjF9eRyxgOjr_GtMuJoi6Q0wsHK8_c59iYrjExHCLieERULzx1kLGV0wMn5ggVv6CKm1iZuhiZpjEDNYwixmibhEzgxSvhbGRcaKhoaVFoqVBooKQxtTHh4-xGVlzMCowagnGh3iG-RnmJFmkFGZWGVkYGRgwTmJkiog4xShlaG5qYGBpbG5iaG5koZdiYmhimmWW6O0TEWTFLMXo5sEYxGbqbGzp6hylxcUc5uciuLPB6J3_ckN7KRBPEcbTAvEMYbwk1tQ83YiIjHnCBYxdjBwCjB6MEYwVjK8YQap-gIIFAAlXSjDdAQAA&subChannel=&masterhotelid_tracelogid=8323a1198a90a&NewTaxDescForAmountshowtype0=T&detailFilters=17%7C1~17~1*80%7C0%7C1~80~0&hotelType=normal&display=exavg&barcurr=VND&locale=en-XX,Deluxe Room
Halais Hotel,https://www.trip.com/hotels/detail/?cityId=286&hotelId=25731039&checkIn=2024-07-17&checkOut=2024-07-18&adult=2&children=0&subStamp=672&crn=1&ages=&travelpurpose=0&curr=VND&link=title&hoteluniquekey=H4sIAAAAAAAAAONaxMTFJMEkxMTBKDWdiePl61f3WC1-CzoygABHtoPn4a8aMf2r8hwCeArBYgdCHRoZlxTYcl1_7OowibGWEyR44pihoyCIEWKh56jkxLF26TYjAUWJt1smT2VUYNQEa2TwcjCEMSw2izrCzPCEMYJYOO43cUexcExcz6kkr8AC0dbgCNUGZFg84wQqWrydPYrBiYXjRK_7DMb7-xfxrGBk3Mgoss79YZWIrcMORqYTjFO36y1genX0As8uJrC6Q0Bq4xy2U0wMl5gYbjExPALym3YJvWJi-MQEtu8XRF0TM0MXM8MkZrDqWcxgRYuYGaR4jcwt01JMElMTTdOMkxWENF40XNjCZmTNAfSdlmB8iGeYn2Fiem6BSaaFqVmmsQHjJEamiIhTjFKG5gZmZuaGBhYWhpZmepaJFqkhuflRacUhjlbMUoxuHoxBbI5Oxm4mplFaXMxhfi6CkBD6YC8F4inCeFognmFzbP2NzxuN7JNYU_N0IyIyXvAXMHYxcggwejBGMFYwvmIEqfoBDhIAahnkA9cBAAA&subChannel=&masterhotelid_tracelogid=279fd4aea5f3c&NewTaxDescForAmountshowtype0=T&detailFilters=17%7C1~17~1*80%7C0%7C1~80~0&hotelType=normal&barcurr=VND&locale=en-XX,Superior Room
Hanoi Daewooo (Khu Nhat Han HN),https://www.trip.com/hotels/detail/?cityId=286&hotelId=993426&checkIn=2025-09-28&checkOut=2025-09-29&adult=2&children=0&subStamp=864&crn=1&ages=&travelpurpose=0&curr=VND&link=title&hoteluniquekey=H4sIAAAAAAAA_-NaysjFJMEkxMTBKDWLkePxx4etTELMhgZGBvcZLbbKO15fXGDLVdvg4BnTf-irxromhwCeSYySnEE75FpfM4Y6CKaBgFqQgxMrR8_OdsYZjJMu2mxk1ASp7gh02MHIdILx8bHyBUxds18z7mKCKDrExMKx8hP_KSaGS0wMt5gYHjExvGJi-MTE8AuqoImZoYuZYRIzWNksZoZFzAxSvEbm5slG5gaGFmmWFuYKQhrbHh0-xmZkzcGowKglGB_iGeZnmJNkkVKYWWVkYWRgwDiJkSki4hSjlKG5qYGBpbG5iaG5kYVeiomhiWmWWaK3T0SQFbMUo5sHYxCbs4mZmZtzlBYXc2iwi-Bi5Z1_2ktkHKSYw_xcFHc2GL3zX25orwXiGcJ4SaypeboRERnzhAsYuxg5BBg9GCMYKxhfMYJU_QAFAgCBL3FxWQEAAA&subChannel=&masterhotelid_tracelogid=277c27018f987&NewTaxDescForAmountshowtype0=T&detailFilters=17%7C1~17~1*80%7C0%7C1~80~0&hotelType=normal&display=exavg&barcurr=VND&locale=en-XX,Deluxe King Room
Hanoi le Jardin Hotel & Spa,https://www.trip.com/hotels/detail/?cityId=286&hotelId=35003649&checkIn=2024-09-03&checkOut=2024-09-04&adult=2&children=0&subStamp=260&crn=1&ages=&travelpurpose=0&curr=VND&link=title&hoteluniquekey=H4sIAAAAAAAAAONawsjFJMEkxMTBKDWTkePbwb-LmYQYjQzuM1pslXc8_FUjpp-r0sFzSYEt1_XoGocAnkmM0pw75FpfB97wdxDsPwRUkO_t4MTOMWfNSW8JlhmMjbtuCGxk5Lq-uMC2y8thByPTCcYZW0MXMLXOnym2i4mFY9_dhENAatkK7lNMDJeYGG4xMTxiYnjFxPCJieEXRL6JmaGLmWESM1jVLGaGRcwMUrxmhmkpaebmxpYWhklpCkIam7fd2cZmpDSJkSki4hSjlKG5gZmZuaGBhYWhpZmeZaJFakhuflRacYijFbMUo5sHYxCbo5mxpalllBYXc2iwi-AamagU63oZBynmMD8XxSkJlSutDxvZa4F4hjBeEmtqnm5ERMYMgQLGLkYOAUYPxgjGCsZXjCBVP8BeBQCyhXW8QAEAAA&subChannel=&masterhotelid_tracelogid=61fdf773981bf&NewTaxDescForAmountshowtype0=T&detailFilters=17%7C1~17~1*80%7C0%7C1~80~0&hotelType=normal&barcurr=VND&locale=en-XX,Cozy Le Jardin Classic Room
Hotel du Lac Hanoi,https://www.trip.com/hotels/detail/?cityId=286&hotelId=98064498&checkIn=2024-09-09&checkOut=2024-09-10&adult=2&children=0&subStamp=672&crn=1&ages=&travelpurpose=0&curr=VND&link=title&hoteluniquekey=H4sIAAAAAAAAAONazsjFJMEkxMTBKDWHkePU3EOvWYUYjQzuM1pslXdsfR24Qy60xsFzhxyQeazBIYBnEqM0Z0z_oa8ab4IcBA9_1YjpVwpwcGLnuPDjZaQEywzGTxse6q1gZNzIuM79YZXIvRCHHYxMJxhvtSYuYGpv_qu3i4mF4_-XokNAaul7wVNMDJeYGG4xMTxiYnjFxPCJieEXRL6JmaGLmWESM1jVLGaGRcwMUrzGaYYGKSkWBkbGhqnGCkIa5w8c28ZmpDSJkSki4hSjlKG5gZmZuaGBhYWhpZmeZaJFakhuflRacYijFbMUo5sHYxCbqauhk4VFlBYXc2iwi2Ap0ywO6TgZBynmMD8XxYSLx0qmrjGy1wLxDGG8JNbUPN2IiIx5AgWMXYwcAowejBGMFYyvGEGqfoB9CwBMBwr_QwEAAA&subChannel=&masterhotelid_tracelogid=3f10dd80231e3&NewTaxDescForAmountshowtype0=T&detailFilters=17%7C1~17~1*80%7C0%7C1~80~0&hotelType=normal&barcurr=VND&locale=en-XX,Deluxe Twin Internal Window
