hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
Victoria Hoi An Beach Resort & Spa,Phòng Đôi Hướng Sông (River View Double Room),3.153.783₫,5.555.556₫,3.153.783₫,3.153.783₫,4.058.868₫,4.058.868₫
Renaissance Danang Hoi An Resort & Spa,"Deluxe, Guest room, 2 Twin, Garden view, Balcony",2.200.000₫,2.100.000₫,2.300.000₫,2.000.000₫,2.150.000₫,2.050.000₫
The Saga Hotel Hoi An - Hotel,Phòng Superior 2 giường (Superior Twin Room),1.346.571₫,1.999.524₫,2.230.238₫,1.999.524₫,1.690.886₫,1.404.643₫
Shoreline Stay - Hotel,Cao cấp Hướng Bể Bơi (Superior Pool View),1.700.870₫,1.896.024₫,1.896.024₫,1.896.024₫,1.896.024₫,1.769.040₫
Sol An Bang Beach Resort & Spa,Deluxe Room,"₫1,694,925","₫1,690,230","₫1,698,424","₫1,690,230","₫1,696,849","₫1,691,799"
Sea'lavie Boutique Resort & Spa,Phòng Deluxe Giường đôi Nhìn ra Hồ bơi (Deluxe Double Pool View),1.556.621₫,2.607.143₫,1.579.921₫,1.853.968₫,1.796.032₫,1.796.032₫
Sen Village Hội An (Sen Village Hoi An) - Hotel,Phòng Loại Sang (Deluxe Room),2.533.886₫,1.800.000₫,1.593.168₫,1.600.000₫,1.237.709₫,1.243.254₫
The Signature Hoi An,Signature Lantern Room,"₫2,545,108","₫2,509,738","₫2,509,738","₫2,429,576","₫2,395,956","₫2,309,171"
Aurora Western Village Thảo Điền,Deluxe Double Room,"₫1,283,175","₫1,215,895","₫1,176,347","₫1,176,347","₫1,177,206","₫1,176,347"
Novotel,"Superior Room, balcony with Han river view - 2 single beds","₫3,150,000","₫3,200,000","₫3,200,000","₫2,400,000","₫2,400,000","₫2,300,000"
Amanaki Thao Dien,Signature Balcony Double,"₫4,164,166","₫3,721,298","₫3,721,934","₫3,721,934","₫4,337,418","₫3,726,213"
Bach Suites Saigon,Superior King Room,"₫7,309,138","₫3,490,388","₫3,535,786","₫3,490,388","₫3,490,388","₫3,490,388"
Hilton,Twin Guest Room,"₫9,500,000","₫10,800,000","₫11,550,000","₫7,900,000","₫6,793,380","₫5,015,590"
Kin Hotel Dong Du,Deluxe City View,"₫3,284,843","₫3,102,351","₫3,558,580","₫2,776,376","₫2,304,097","₫2,330,648"
Sứ Retreat Hoi An - Riverfront Resort,Suite Lớn có Ban Công (Executive Suite with Balcony),NA,NA,3.036.479₫,NA,3.009.418₫,NA
Edoya Hotel Dong Khoi,Superior Twin Room,"₫1,363,564","₫1,351,852","₫1,351,852","₫1,351,852","₫1,351,852","₫1,377,866"
Icon Saigon Hotel,Superior Twin,"₫3,723,755","₫2,505,837","₫2,345,780","₫2,477,598",SOLD OUT,"₫2,309,274"
Reu Boutique Hotel - Hotel,Superior 2 giường hoặc giường đôi (Superior Twin or Double),NA,2.333.108₫,1.925.317₫,1.875.781₫,1.825.706₫,2.186.507₫
Kin Hotel Ly Tu Trong,Deluxe Twin No Window,"₫2,141,850","₫2,336,563","₫2,336,563","₫2,094,444","₫1,906,667","₫1,906,667"
Hotel Indigo Saigon The City an IHG Hotel,1 King Standard City View,"₫7,625,786","₫6,918,239","₫6,315,514","₫5,581,761","₫5,529,350","₫5,660,377"
Kin Hotel Thai Van Lung,Premier City View Twin Room,"₫3,772,487","₫3,690,476","₫3,586,562","₫3,321,429","₫2,511,677","₫2,583,333"
Caravelle Saigon,Deluxe Twin Room,"₫7,599,645","₫7,075,531","₫8,122,001","₫7,467,001","₫6,550,001","₫5,895,001"
Fusion Original Saigon Centre,Original King Room,"₫6,115,668","₫5,108,775","₫5,029,391","₫5,108,775","₫4,165,630","₫4,165,713"
KIN HOTEL DONG DU,Deluxe City View,"₫3,125,098","₫3,302,325","₫2,735,093","₫2,202,018","₫2,302,136","₫2,201,048"
Kin Hotel Thi Sach,Deluxe Twin Room,SOLD OUT,"₫3,248,327","₫3,091,073",SOLD OUT,SOLD OUT,SOLD OUT
