hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
Sen Village Hội An (Sen Village Hoi An) - Hotel,Phòng Loại Sang (Deluxe Room),1.465.835₫,1.560.000₫,2.221.157₫,2.221.157₫,1.305.417₫,1.226.371₫
Renaissance Danang Hoi An Resort & Spa,"Deluxe, Guest room, 2 Twin, Garden view, Balcony",2.100.000₫,2.200.000₫,2.100.000₫,1.900.000₫,2.250.000₫,2.250.000₫
Reu Boutique Hotel - Hotel,Superior 2 giường hoặc giường đôi (Superior Twin or Double),NA,NA,1.841.923₫,NA,1.846.497₫,1.726.081₫
Shoreline Stay - Hotel,Cao cấp Hướng Bể Bơi (Superior Pool View),1.312.459₫,1.896.024₫,1.896.024₫,1.896.024₫,1.896.024₫,1.896.024₫
The Saga Hotel Hoi An - Hotel,Phòng Superior 2 giường (Superior Twin Room),2.289.485₫,1.354.569₫,2.169.477₫,1.560.714₫,1.404.643₫,1.359.203₫
Sol An Bang Beach Resort & Spa,Deluxe Room,"₫1,808,524","₫1,930,174","₫1,973,852","₫1,934,049","₫1,967,332","₫1,967,332"
The Signature Hoi An,Signature Lantern Room,"₫2,508,452","₫2,543,151","₫2,394,824","₫2,543,151","₫2,427,707","₫2,210,560"
Victoria Hoi An Beach Resort & Spa,Phòng Đôi Hướng Sông (River View Double Room),4.003.974₫,4.582.037₫,4.515.801₫,2.962.554₫,4.515.801₫,4.058.212₫
Sứ Retreat Hoi An - Riverfront Resort,Suite Lớn có Ban Công (Executive Suite with Balcony),NA,NA,3.034.948₫,NA,3.006.636₫,NA
Novotel,"Superior Room, balcony with Han river view - 2 single beds","₫3,350,000","₫3,200,000","₫2,550,000","₫2,850,000","₫2,100,000","₫2,300,000"
Sea'lavie Boutique Resort & Spa,Phòng Deluxe Giường đôi Nhìn ra Hồ bơi (Deluxe Double Pool View),1.416.533₫,1.544.974₫,1.544.974₫,1.510.220₫,1.542.169₫,1.423.214₫
Amanaki Thao Dien,Signature Balcony Double,"₫3,716,211","₫4,114,623","₫4,333,088","₫3,724,088","₫4,333,088","₫4,184,386"
Fusion Original Saigon Centre,Original King Room,"₫6,212,250","₫5,383,787","₫6,112,965","₫5,107,644","₫5,027,110","₫4,486,309"
Aurora Western Village Thảo Điền,Deluxe Double Room,"₫1,255,911","₫1,272,407","₫1,202,623","₫1,177,776","₫1,178,755","₫1,177,776"
Bach Suites Saigon,Superior King Room,"₫3,471,772","₫3,534,786","₫3,534,786","₫3,471,772","₫3,471,772","₫3,534,786"
Hilton,Twin Guest Room,"₫8,500,000","₫10,000,000","₫8,000,000","₫7,500,000","₫5,211,360","₫5,583,600"
Hotel Indigo Saigon The City an IHG Hotel,1 King Standard City View,"₫6,415,292","₫8,824,300","₫7,436,502","₫4,739,461","₫5,813,040","₫5,629,746"
Edoya Hotel Dong Khoi,Superior Twin Room,"₫1,369,130","₫1,351,824","₫1,351,852","₫1,351,852","₫1,351,852","₫1,351,852"
Caravelle Saigon,Deluxe Twin Room,"₫6,678,799","₫7,591,379","₫7,853,150","₫5,366,319","₫5,889,863","₫5,893,058"
Kin Hotel Thai Van Lung,Premier City View Twin Room,"₫3,586,270","₫3,772,487","₫3,642,500","₫3,227,643","₫2,529,901","₫2,602,259"
Kin Hotel Dong Du,Deluxe City View,"₫3,103,226","₫3,376,088","₫3,379,385","₫2,860,320","₫2,303,855","₫2,369,195"
Icon Saigon Hotel,Superior Twin,"₫4,300,016",SOLD OUT,"₫2,478,115","₫2,623,710","₫4,126,830","₫2,229,649"
Kin Hotel Ly Tu Trong,Deluxe Twin No Window,"₫2,338,393","₫2,608,025","₫2,493,703","₫2,166,667","₫1,906,667","₫1,906,667"
Kin Hotel Thi Sach,Deluxe Twin Room,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT
KIN HOTEL DONG DU,Deluxe City View,SOLD OUT,"₫2,985,753",SOLD OUT,SOLD OUT,"₫2,195,745","₫2,192,574"
