hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
AIRA Boutique Hoi An Hotel & Spa - Hotel,Phòng Loại Sang (Deluxe Room),2.069.290₫,2.726.768₫,2.064.602₫,2.046.527₫,2.708.386₫,2.726.768₫
The Saga Hotel Hoi An - Hotel,Phòng Superior 2 giường (Superior Twin Room),1.374.229₫,2.026.667₫,1.728.044₫,1.560.714₫,1.196.476₫,1.197.516₫
Maison Vy - Hotel,Giường Lớn Cao Cấp (Superior King),1.388.390₫,3.019.046₫,2.635.382₫,1.389.130₫,1.376.998₫,1.264.353₫
Hoi An Chic Green Retreat - Hotel,Chic Suite,2.356.052₫,3.152.208₫,2.184.509₫,3.152.208₫,2.184.509₫,3.152.208₫
Grand Sunrise Palace Hội An - Hotel,Phòng Loại Sang Giường Đôi (Deluxe Double Room),2.492.826₫,2.063.434₫,1.753.676₫,2.299.469₫,2.169.312₫,1.856.931₫
Reu Boutique Hotel - Hotel,Superior 2 giường hoặc giường đôi (Superior Twin or Double),NA,NA,1.996.978₫,2.300.639₫,2.300.639₫,2.300.639₫
Little Oasis - Hotel,Little Oasis Deluxe,2.304.233₫,2.304.233₫,1.853.553₫,2.097.884₫,1.773.142₫,2.017.196₫
Hoi An Eco Lodge & Spa - Hotel,Phòng Superior giường King (Superior King Room),1.516.755₫,3.302.202₫,3.302.202₫,2.865.566₫,1.402.998₫,2.865.566₫
Sen Village Hội An (Sen Village Hoi An) - Hotel,Phòng Loại Sang (Deluxe Room),1.909.252₫,1.908.122₫,1.230.535₫,1.243.254₫,1.230.001₫,1.234.638₫
Harvest Day Hoi An - Hotel,Standard Double with Garden View,"₫2,169,580","₫2,784,374","₫2,916,121",2.638.960₫,2.767.963₫,2.916.121₫
Renaissance Danang Hoi An Resort & Spa,"Deluxe, Guest room, 2 Twin, Garden view, Balcony",2.100.000₫,2.050.000₫,2.300.000₫,2.250.000₫,2.050.000₫,2.100.000₫
Sea'lavie Boutique Resort & Spa,Phòng Deluxe Giường đôi Nhìn ra Hồ bơi (Deluxe Double Pool View),1.420.967₫,2.547.983₫,1.428.106₫,1.416.933₫,1.416.933₫,2.516.527₫
Victoria Hoi An Beach Resort & Spa,Phòng Đôi Hướng Sông (River View Double Room),4.836.544₫,2.937.619₫,3.326.431₫,4.836.544₫,2.633.565₫,2.713.042₫
Hoi An Coco River Resort & Spa,Phòng Loại Sang Giường Đôi Hướng Vườn (Deluxe Double Garden View),971.676₫,1.052.419₫,1.052.757₫,1.055.479₫,1.043.456₫,3.830.330₫
Palm Garden Beach Resort & Spa,Superior giường đôi hoặc 2 giường đơn Hướng vườn (Superior Double or Twin with Garden View),3.237.710₫,3.036.953₫,3.832.831₫,3.832.831₫,3.067.601₫,3.239.623₫
ENSO Retreat Hoi An - Rediscovery & Serenity,Phòng Deluxe giường đôi Hướng vườn (Deluxe Double Room Garden View),1.643.056₫,1.552.336₫,1.643.056₫,2.006.173₫,1.432.407₫,2.006.173₫
Shoreline Stay - Hotel,Cao cấp Hướng Bể Bơi (Superior Pool View),2.099.452₫,2.099.452₫,1.896.024₫,2.270.672₫,1.769.040₫,1.769.040₫
KOI Resort and Spa Hoi An,Bungalow Nhìn ra vườn (Bungalow with Garden View),2.085.116₫,2.262.911₫,2.377.649₫,3.265.873₫,2.686.842₫,2.821.184₫
Boutique Hoi An Resort,Phòng Superior (Superior Room),3.488.125₫,4.397.889₫,3.302.509₫,3.326.144₫,3.345.586₫,3.326.144₫
Hoi An Beach Resort,Phòng Superior (Superior Room),1.587.764₫,1.627.316₫,1.817.629₫,2.246.914₫,1.832.955₫,2.297.354₫
