hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
Little Oasis - Hotel,Little Oasis Deluxe,₫ 2.001.373,₫ 2.839.165,₫ 2.388.104,₫ 2.093.315,₫ 1.821.847,₫ 1.854.426
AIRA Boutique Hoi An Hotel & Spa - Hotel,Phòng Loại Sang (Deluxe Room),1.709.255 ₫,₫ 2.067.109,₫ 1.966.791,₫ 2.066.081,₫ 2.022.216,1.709.255 ₫
The Saga Hotel Hoi An - Hotel,Phòng Superior 2 giường (Superior Twin Room),₫ 1.330.896,₫ 1.998.683,₫ 1.256.826,₫ 2.601.159,₫ 1.191.904,₫ 1.998.683
Hoi An Chic Green Retreat - Hotel,Chic Suite,₫ 2.189.786,₫ 2.185.130,₫ 2.095.101,₫ 2.184.309,₫ 2.139.450,NA
Maison Vy - Hotel,Giường Lớn Cao Cấp (Superior King),1.073.059 ₫,₫ 2.021.913,1.073.059 ₫,₫ 1.903.320,₫ 1.542.529,₫ 1.307.421
Reu Boutique Hotel - Hotel,Superior 2 giường hoặc giường đôi (Superior Twin or Double),1.481.823 ₫,1.481.823 ₫,1.481.823 ₫,₫ 2.279.768,1.481.823 ₫,₫ 2.422.813
Hoi An Eco Lodge & Spa - Hotel,Phòng Superior giường King (Superior King Room),₫ 2.326.638,₫ 1.462.065,₫ 2.190.244,₫ 2.334.036,₫ 2.334.036,₫ 2.875.220
Grand Sunrise Palace Hội An - Hotel,Phòng Loại Sang Giường Đôi (Deluxe Double Room),₫ 3.635.252,₫ 2.536.826,₫ 1.840.763,₫ 3.463.646,₫ 3.463.646,₫ 1.755.362
Sen Village Hội An (Sen Village Hoi An) - Hotel,Phòng Loại Sang (Deluxe Room),₫ 2.384.669,₫ 2.494.177,₫ 1.224.344,₫ 2.047.155,₫ 2.047.155,₫ 2.243.568
Harvest Day Hoi An - Hotel,Standard Double with Garden View,"₫ 2,194,791","₫ 2,918,144","₫ 1,953,592","₫ 1,953,592","₫ 2,787,698","₫ 1,953,592"
Palm Garden Beach Resort & Spa,Superior giường đôi hoặc 2 giường đơn Hướng vườn (Superior Double or Twin with Garden View),₫ 2.733.329,₫ 5.952.582,₫ 8.118.019,₫ 7.703.635,₫ 2.742.794,₫ 2.762.586
KOI Resort and Spa Hoi An,Bungalow Nhìn ra vườn (Bungalow with Garden View),"Giá rẻ nhất từ trước đến nay!Nhanh lên! Phòng cuối cùng của chúng tôi!2.286.685₫Mỗi đêm, chưa có thuế",₫ 2.710.221,₫ 2.710.221,₫ 3.422.023,₫ 3.425.711,₫ 3.422.023
Shoreline Stay - Hotel,Cao cấp Hướng Bể Bơi (Superior Pool View),₫ 2.243.217,₫ 2.590.000,"Giá rẻ nhất từ trước đến nay!1.769.040₫Mỗi đêm, chưa có thuế",1.444.283 ₫,"Giá rẻ nhất từ trước đến nay!Nhanh lên! Phòng cuối cùng của chúng tôi!1.769.040₫Mỗi đêm, chưa có thuế","Giá rẻ nhất từ trước đến nay!1.675.484₫Mỗi đêm, chưa có thuế"
Hoi An Beach Resort,Phòng Superior (Superior Room),₫ 1.926.226,₫ 4.236.675,₫ 1.655.871,₫ 2.005.084,₫ 1.836.852,₫ 1.557.022
Victoria Hoi An Beach Resort & Spa,Phòng Đôi Hướng Sông (River View Double Room),₫ 4.970.201,₫ 3.866.775,₫ 3.866.775,₫ 3.010.140,3.295.355 ₫,₫ 3.940.200
ENSO Retreat Hoi An - Rediscovery & Serenity,Phòng Deluxe giường đôi Hướng vườn (Deluxe Double Room Garden View),₫ 1.688.400,₫ 1.688.400,₫ 1.688.400,₫ 1.688.400,₫ 1.688.400,₫ 1.688.400
Boutique Hoi An Resort,Phòng Superior (Superior Room),₫ 3.472.646,₫ 5.513.435,₫ 3.329.280,₫ 5.513.435,₫ 5.513.435,₫ 5.513.474
Hoi An Coco River Resort & Spa,Phòng Loại Sang Giường Đôi Hướng Vườn (Deluxe Double Garden View),₫ 3.752.371,₫ 4.160.169,₫ 2.475.412,₫ 4.146.997,1.019.055 ₫,₫ 4.206.198
Sea'lavie Boutique Resort & Spa,Phòng Deluxe Giường đôi Nhìn ra Hồ bơi (Deluxe Double Pool View),₫ 1.966.542,₫ 1.966.542,₫ 1.966.542,₫ 1.966.542,₫ 1.966.542,₫ 1.966.542
Renaissance Danang Hoi An Resort & Spa,"Deluxe, Guest room, 2 Twin, Garden view, Balcony",₫ 2.834.255,₫ 2.834.255,₫ 2.834.255,₫ 2.893.309,₫ 2.893.309,₫ 2.893.309
