hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
The Saga Hotel Hoi An - Hotel,Phòng Superior 2 giường (Superior Twin Room),1.560.714₫,2.230.238₫,1.560.714₫,1.336.142₫,1.196.536₫,1.404.643₫
AIRA Boutique Hoi An Hotel & Spa - Hotel,Phòng Loại Sang (Deluxe Room),2.745.152₫,2.063.794₫,2.044.328₫,2.037.147₫,2.043.312₫,2.074.061₫
Hoi An Chic Green Retreat - Hotel,Chic Suite,3.152.208₫,2.182.735₫,2.181.626₫,3.152.208₫,3.152.208₫,2.182.735₫
Maison Vy - Hotel,Giường Lớn Cao Cấp (Superior King),1.404.075₫,3.246.899₫,3.189.935₫,1.388.699₫,1.388.227₫,2.603.550₫
Little Oasis - Hotel,Little Oasis Deluxe,2.064.740₫,2.031.914₫,2.029.749₫,2.031.914₫,1.920.370₫,1.951.852₫
Reu Boutique Hotel - Hotel,Superior 2 giường hoặc giường đôi (Superior Twin or Double),NA,1.860.877₫,2.354.056₫,1.862.322₫,2.017.786₫,2.710.414₫
Hoi An Eco Lodge & Spa - Hotel,Phòng Superior giường King (Superior King Room),3.311.107₫,3.307.153₫,3.306.522₫,1.251.323₫,1.251.323₫,3.029.312₫
Victoria Hoi An Beach Resort & Spa,Phòng Đôi Hướng Sông (River View Double Room),3.020.119₫,5.460.615₫,4.836.544₫,3.380.380₫,3.289.370₫,2.123.645₫
Grand Sunrise Palace Hội An - Hotel,Phòng Loại Sang Giường Đôi (Deluxe Double Room),3.438.679₫,2.296.761₫,2.516.380₫,2.296.761₫,1.784.259₫,2.632.870₫
Renaissance Danang Hoi An Resort & Spa,"Deluxe, Guest room, 2 Twin, Garden view, Balcony",2.100.000₫,2.250.000₫,2.250.000₫,2.050.000₫,2.000.000₫,2.550.000₫
Palm Garden Beach Resort & Spa,Superior giường đôi hoặc 2 giường đơn Hướng vườn (Superior Double or Twin with Garden View),2.731.101₫,3.718.419₫,3.086.391₫,3.039.406₫,2.771.670₫,5.026.489₫
Harvest Day Hoi An - Hotel,Standard Double with Garden View,SOLD OUT,2.665.865₫,2.589.101₫,"₫2,991,803",2.913.352₫,"₫4,304,616"
KOI Resort and Spa Hoi An,Bungalow Nhìn ra vườn (Bungalow with Garden View),2.088.222₫,2.291.222₫,2.386.857₫,2.686.842₫,2.821.184₫,4.408.998₫
Shoreline Stay - Hotel,Cao cấp Hướng Bể Bơi (Superior Pool View),2.239.415₫,2.270.672₫,1.896.024₫,1.769.040₫,2.167.787₫,2.213.333₫
Sea'lavie Boutique Resort & Spa,Phòng Deluxe Giường đôi Nhìn ra Hồ bơi (Deluxe Double Pool View),1.397.681₫,1.397.532₫,1.523.844₫,1.555.215₫,2.516.527₫,1.527.584₫
Hoi An Coco River Resort & Spa,Phòng Loại Sang Giường Đôi Hướng Vườn (Deluxe Double Garden View),948.071₫,1.045.409₫,1.044.714₫,1.047.644₫,3.830.330₫,1.044.517₫
Sen Village Hội An (Sen Village Hoi An) - Hotel,Phòng Loại Sang (Deluxe Room),1.908.503₫,1.229.504₫,1.979.609₫,1.228.944₫,1.243.254₫,1.546.855₫
Boutique Hoi An Resort,Phòng Superior (Superior Room),3.494.206₫,3.366.038₫,4.397.889₫,3.339.987₫,3.343.166₫,3.462.793₫
Hoi An Beach Resort,Phòng Superior (Superior Room),1.628.550₫,1.791.637₫,1.825.746₫,2.006.059₫,1.834.625₫,1.843.179₫
ENSO Retreat Hoi An - Rediscovery & Serenity,Phòng Deluxe giường đôi Hướng vườn (Deluxe Double Room Garden View),1.534.722₫,1.515.617₫,1.517.639₫,1.543.210₫,1.337.963₫,1.337.963₫
