hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
Grand Sunrise Palace Hội An - Hotel,Phòng Loại Sang Giường Đôi (Deluxe Double Room),1.703.726,1.747.192,2.287.887,1.640.556,1.775.873,1.640.556
Little Oasis - Hotel,Little Oasis Deluxe,1.825.050,1.821.185,2.241.840,1.851.041,1.853.753,1.851.041
Hoi An Eco Lodge & Spa - Hotel,Phòng Superior giường King (Superior King Room),3.230.341,3.230.341,3.310.658,1.194.444,3.276.749,1.194.444
Sen Village Hội An (Sen Village Hoi An) - Hotel,Phòng Loại Sang (Deluxe Room),1.777.699,1.224.419,1.103.135₫,1.774.252,1.140.934,1.243.254
Maison Vy - Hotel,Giường Lớn Cao Cấp (Superior King),1.404.870,1.068.888₫,1.068.888₫,1.243.063,1.243.063,1.243.063
Reu Boutique Hotel - Hotel,Superior 2 giường hoặc giường đôi (Superior Twin or Double),2.410.200,2.410.200,2.617.976,1.966.584,1.942.880,1.966.584
Harvest Day Hoi An - Hotel,Standard Double with Garden View,2.152.924₫,"₫ 2,152,924","₫ 2,152,924",2.152.924₫,"2,359,428","₫ 2,152,924"
Hoi An Chic Green Retreat - Hotel,Chic Suite,NA,NA,NA,NA,NA,NA
Renaissance Danang Hoi An Resort & Spa,"Deluxe, Guest room, 2 Twin, Garden view, Balcony",2.050.000,2.150.000,2.450.000,2.100.000,2.150.000,2.100.000
Victoria Hoi An Beach Resort & Spa,Phòng Đôi Hướng Sông (River View Double Room),3.018.203,3.048.253,3.018.203,2.016.717,2.017.348,2.016.717
Hoi An Beach Resort,Phòng Superior (Superior Room),1.922.591,1.766.871,1.923.038,1.550.164,1.363.904,1.610.369
Palm Garden Beach Resort & Spa,Superior giường đôi hoặc 2 giường đơn Hướng vườn (Superior Double or Twin with Garden View),3.037.970,3.038.122,5.045.235,2.942.251,2.779.364,2.768.141
AIRA Boutique Hoi An Hotel & Spa - Hotel,Phòng Loại Sang (Deluxe Room),1.895.710,1.983.458,1.738.892₫,2.006.945,1.966.552,1.924.945
KOI Resort and Spa Hoi An,Bungalow Nhìn ra vườn (Bungalow with Garden View),3.444.616,3.434.267,3.608.929,1.722.866₫,7.516.622,3.608.929
Boutique Hoi An Resort,Phòng Superior (Superior Room),3.469.368,3.202.640,3.140.296,2.978.273,3.019.935,3.106.665
The Saga Hotel Hoi An - Hotel,Phòng Superior 2 giường (Superior Twin Room),1.324.182,1.323.572,1.147.041₫,1.323.572,1.182.366,1.182.366
Shoreline Stay - Hotel,Cao cấp Hướng Bể Bơi (Superior Pool View),1.437.345,1.437.345,1.447.576₫,1.584.271,1.618.084,1.662.658
Sea'lavie Boutique Resort & Spa,Phòng Deluxe Giường đôi Nhìn ra Hồ bơi (Deluxe Double Pool View),1.573.367₫,1.356.069,1.573.367₫,931.875,931.137,971.858
ENSO Retreat Hoi An - Rediscovery & Serenity,Phòng Deluxe giường đôi Hướng vườn (Deluxe Double Room Garden View),1.370.556,1.449.136,1.270.337,1.343.305,1.270.337,1.343.305
Hoi An Coco River Resort & Spa,Phòng Loại Sang Giường Đôi Hướng Vườn (Deluxe Double Garden View),922.558,1.042.915,1.040.457,1.040.457,1.040.457,1.047.127
