hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
The Ocean Resort by Fusion Quy Nhon - Four-bedroom Beachfront Pool Villa - Ocean Club Access,Four-bedroom Beachfront Pool Villa - Ocean Club Access,"37,367,725","33,630,952","33,630,952","33,630,952","33,630,952","33,630,952"
FLC Sea Tower - The Beach Quy Nhon,Studio Ocean View Twin,"884,716","927,300","896,720","1,212,522","1,200,397","1,212,522"
FLC City Hotel Beach Quy Nhon,Deluxe giường đôi Hướng phố (Deluxe Double City View),1.156.111,2.238.692,1.008.945₫,1.008.945₫,1.008.945₫,1.008.945₫
The Ocean Resort by Fusion Quy Nhon - Studio with Pool View,Studio with Pool View,"2,789,755","2,768,749",SOLD OUT,SOLD OUT,SOLD OUT,"2,543,036"
FLC Sea Tower Quy Nhơn Seaview Apartment,Sea View Studio with Balcony,"818,653","768,025","1,358,685","1,432,981","873,016","881,834"
The Ocean Resort by Fusion Quy Nhon - One-bedroom Private Pool Villa - Spa Inclusive,One-bedroom Private Pool Villa - Spa Inclusive,"6,055,982","5,501,054","5,457,595","5,460,582","5,477,853",SOLD OUT
The Ocean Resort by Fusion Quy Nhon - Two-bedroom Courtyard Villa - Private Pool,Two-bedroom Courtyard Villa - Private Pool,"8,197,921","7,506,721","7,506,721","7,495,948","5,488,402","7,458,044"
FLC Quy Nhon Beachfront Condotel,Junior Deluxe King,"785,714","₫ 414,584","679,643","686,508","679,643","₫ 414,584"
The Ocean Resort by Fusion Quy Nhon - Three-bedroom Garden Villa - Private Pool,Three-bedroom Garden Villa - Private Pool,"12,688,465","12,493,175","12,496,307","12,604,192","9,313,817","11,448,157"
FLC Quy Nhon SeaView Condotel,Sea View Balcony,NA,NA,NA,NA,NA,NA
Wyndham Legend Halong Hotel,"2 Twin Beds Superior, Non Smoking",1.808.628,1.808.628,2.237.213,1.808.628,1.564.062₫,1.808.628
Anya Premier Beachfront Hotel Quy Nhon,Premier City View Twin Room,1.109.796₫,1.366.249,1.352.587,1.198.186,1.314.173,1.352.560
"Radisson Blu Hotel, Ha Long Bay",Deluxe Room - Lake View,3.174.603,3.015.873,2.539.683,2.380.952,2.857.143,2.380.952
Tru by Hilton Ha Long Hon Gai Centre,King Accessible Room,805.709₫,805.709₫,805.709₫,805.709₫,805.709₫,805.709₫
Novotel Ha Long Bay,Standard Room with 2 Single Size Beds,1.400.000,1.200.000,1.144.000,1.480.000,1.144.000,1.144.000
Crown Retreat Quy Nhơn (Crown Retreat Quy Nhon),Đôi Tiêu Chuẩn Hướng Vườn (Standard Garden View Double),1.611.857₫,1.611.857₫,1.611.857₫,1.747.392,1.925.008,1.611.857₫
Grand Hyams Hotel,Phòng Cao Cấp Hướng Vịnh 2 Giường Đơn (Premium Bay View Twin Room),1.112.597,1.206.349,1.243.611,1.093.473,1.183.420,1.103.523
Maia Resort Quy Nhon,Garden Pool Villa,5.219.236,5.751.614,5.669.290,5.684.941,4.697.538,4.694.442
Wyndham Garden Legend Halong,"Superior Garden Room, 2 Single Beds, Hill View",1.315.730,1.315.730,1.315.730,1.315.730,1.315.730,1.852.762
HOTEL SOLEIL HALONG - Trademark Collection by Wyndham,"2 Twin beds, Deluxe, City View, Non-Smoking",1.415.250,3.116.000,1.415.250,1.415.250,1.415.250,1.415.250
Pullman Hai Phong Grand Hotel,"Phòng Cao Cấp có 2 Giường Đơn (Superior Room, 2 Single Beds)",2.344.000,2.344.000,2.344.000,2.344.000,2.344.000,2.344.000
"Hyatt Place Ha Long Bay, Bai Chay",Phòng có giường King (1 King Bed),1.200.000,1.200.000,1.120.000,1.120.000,1.120.000,1.120.000
InterContinental Halong Bay Resort by IHG,2 Twin Classic Halong Bay View,7.340.174,9.102.868,7.471.718,7.471.718,7.866.351,NA
Sheraton Hai Phong,"Deluxe, Guest Room, 2 Twin (Deluxe, Guest room, 2 Twin)",2.000.000,1.900.000,1.800.000,1.700.000,NA,1.700.000
Mercure Hai Phong,Phòng Superior 1 giường King (Superior 1 King Bed),1.512.000,1.400.000,1.495.896,1.504.000,NA,1.495.896
"Wink Hai Phong Centre, part of Unscripted by Hyatt",Phòng 2 Giường đơn (2 Twin Beds),1.500.000,1.200.000,1.200.000,1.100.000,1.100.000,1.100.000
