Hotel,URL,Room to be extracted
Fusion Resort-3 bedroom villa,https://www.agoda.com/fusion-resort-villas-da-nang-wellness-inclusive-h56360089/hotel/da-nang-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-18&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject+Object%5D&tspTypes=-1&los=1&searchrequestid=89af8b39-5418-43db-a063-26811f8b647b&ds=k1Qw7BnT0zuXtSP0,Three Bedroom Presidential Plunge Pool Loft - Spa Inclusive
Fusion Resort-4 bedroom villa,https://www.agoda.com/fusion-resort-villas-da-nang-wellness-inclusive-h56360089/hotel/da-nang-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-18&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject+Object%5D&tspTypes=-1&los=1&searchrequestid=89af8b39-5418-43db-a063-26811f8b647b&ds=k1Qw7BnT0zuXtSP0,Four Bedroom Premium Villa with Private Pool - Spa Inclusive
Fusion Resort-5 bedroom villa,https://www.agoda.com/fusion-resort-villas-da-nang-wellness-inclusive-h56360089/hotel/da-nang-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-18&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject+Object%5D&tspTypes=-1&los=1&searchrequestid=89af8b39-5418-43db-a063-26811f8b647b&ds=k1Qw7BnT0zuXtSP0,Five Bedroom Premium Beachfront Villa with Private Pool - Spa Inclusive
Hyatt Regency Danang Resort And Spa,https://www.agoda.com/hyatt-regency-danang-resort-and-spa/hotel/da-nang-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=a3ac9f9f-ebd2-43d8-b568-0a2e05ba734b&ds=k1Qw7BnT0zuXtSP0&checkin=2025-12-26,2 Twin Beds
Shilla Monogram Danang,https://www.agoda.com/shilla-monogram-danang-h10789475/hotel/da-nang-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=cac38d78-3a40-4b4a-8aba-25655bafe8f3&ds=k1Qw7BnT0zuXtSP0&checkin=2025-12-18,Superior Partial Ocean View Twin Room
Sheraton Grand Danang Beach Resort & Spa,https://www.agoda.com/sheraton-grand-danang-beach-resort-spa/hotel/da-nang-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-18&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject+Object%5D&los=1&searchrequestid=17813e76-a7b9-49b0-ae1b-827c70fe1f11&ds=k1Qw7BnT0zuXtSP0,"Guest room, 2 Twin, Bay view"
TMS Hotel Da Nang Beach,https://www.agoda.com/tms-hotel-da-nang-beach/hotel/da-nang-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=aa233466-9ab5-4573-ab88-a544fcfc20a4&ds=gGhXZL9PHQBVUBgD&checkin=2026-01-26,Premier City View Twin Room with Balcony and Spa Included
Rosamia Da Nang Hotel,https://www.agoda.com/rosamia-da-nang-hotel/hotel/da-nang-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-01-26&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject+Object%5D&los=1&searchrequestid=afa161d4-e00e-4421-aad1-16ea316add20&ds=gGhXZL9PHQBVUBgD,Grand Deluxe Double
Golden Lotus Grand Da Nang,https://www.agoda.com/golden-lotus-grand-da-nang/hotel/da-nang-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-01-27&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject+Object%5D&los=1&searchrequestid=4a1b55ef-9c07-47e0-912f-af93313045b5&ds=gGhXZL9PHQBVUBgD,Superior City View Room - Afternoon Tea Included
SALA DANANG BEACH HOTEL,https://www.agoda.com/sala-danang-beach-hotel/hotel/da-nang-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-01-27&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject+Object%5D&los=1&searchrequestid=be0eaa11-f1e1-47bb-93ec-57848dfb4d68&ds=gGhXZL9PHQBVUBgD,Superior Double City View
Nesta Hotel Da Nang,https://www.agoda.com/nesta-hotel-da-nang/hotel/da-nang-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-01-27&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject+Object%5D&los=1&searchrequestid=06c6b7b7-9827-4130-8f39-d0d2393d16b6&ds=gGhXZL9PHQBVUBgD,Superior Double Garden View
Sheraton,http://www.agoda.com/sheraton-nha-trang-hotel-spa/hotel/nha-trang-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-04-17&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=2915da39-c203-4f33-9113-30085acabe36,"Guest room, 2 Twin, Ocean view"
InterContinental,https://www.agoda.com/intercontinental-nha-trang/hotel/nha-trang-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-04-17&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1%2C-1&los=1&searchrequestid=ab4480ff-0b2a-4c3f-9fb7-a86cb0138e8c&ds=V4OwFj%2FJmdc3wSq2,2 Single Classic City View
Mường Thanh,https://www.agoda.com/muong-thanh-luxury-nha-trang-hotel/hotel/nha-trang-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-04-17&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=c468e247-824e-45cd-8b76-76af895ad92e&ds=V4OwFj%2FJmdc3wSq2,Deluxe Double City View
Melia Vinpearl,https://www.agoda.com/vinpearl-condotel-empire-nha-trang/hotel/nha-trang-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-04-17&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=e1808ea8-8f18-4b51-87e4-a20ff5fa3c69&ds=V4OwFj%2FJmdc3wSq2,Deluxe Room
Vinpearl Resort,https://www.agoda.com/vinpearl-resort-nha-trang/hotel/nha-trang-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-04-17&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1%2C-1&los=1&searchrequestid=a1221de0-b5f7-486a-9ace-70e956f386e9&ds=V4OwFj%2FJmdc3wSq2,Deluxe Twin Room
Potique Hotel,https://www.agoda.com/potique-hotel/hotel/nha-trang-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-5&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject+Object%5D&los=1&searchrequestid=e76e6a11-ec90-4aa8-ae1a-9bdd2af085cf&ds=wjA6QiyYxTZMkZ%2Fj,Classic Room
Signature Lê Thánh Tôn,https://www.agoda.com/signature-by-m-village-le-thanh-ton/hotel/ho-chi-minh-city-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=1833981&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-03-30&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=b0d106f1-4995-4d40-8a07-67fc477994f5&ds=kRNzZxqQmLBulEMM,Deluxe City View Twin Room
M Village Tao Đàn,https://www.agoda.com/m-village-tao-dan-park/hotel/ho-chi-minh-city-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-03-30&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=4%2C-1&los=1&searchrequestid=56718ea8-f017-44bc-8b80-fdefdc33eb23&ds=BIE8N1kPrvyyX%2FfQ,Superior Room
Express VVK,https://www.agoda.com/express-by-m-village-vo-van-ki-t/hotel/ho-chi-minh-city-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=1833981&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-03-30&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=6&los=1&searchrequestid=39e277b2-adbf-445f-a948-c3c7ba15d3ab&ds=sg8pjo5ADIEJQXBl,Standard Room without Window
