hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
Vedana Lagoon Wellness Resort & Spa - Hillside Biệt thự Có hồ bơi (Hillside Pool Villa),Hillside Biệt thự Có hồ bơi (Hillside Pool Villa),4.355.247,4.317.716,4.354.206,5.196.319,4.327.081,4.328.746
Bellerive,Phòng Loại Sang Hướng Vườn Giường Đôi/Hai Giường Đơn Có Ban Công (Deluxe Garden View Double or Twin Room with Balcony),1.283.873₫,1.283.873₫,1.524.691,1.283.873₫,1.283.873₫,1.283.873₫
Vedana Lagoon Wellness Resort & Spa - Villa cạnh đồi (Hillside Villa),Villa cạnh đồi (Hillside Villa),5.265.146,4.291.191,4.289.453,5.041.751,6.027.045,5.290.397
Ancient Huế Garden Houses (Ancient Hue Garden Houses),Phòng Đôi Hướng Vườn (Double Room with Garden View),3.864.860,3.892.519,3.863.510,3.415.436,3.892.519,3.444.686
Vedana Lagoon Wellness Resort & Spa - Villa bên hồ (Water Villa),Villa bên hồ (Water Villa),5.210.488,7.110.510,9.362.357,4.354.206,4.284.356,4.269.539
December,Phòng hướng núi 2 giường (Mountain View Twin Room),1.759.259,1.361.484₫,1.613.334,1.642.143,1.658.730,1.533.696
Vedana Lagoon Wellness Resort & Spa - Biệt Thự Hồ Bơi 2 Phòng Ngủ Hướng Đầm Phá - Miễn Phí Cocktail Buổi Chiều (2 Bedrooms Lagoon View Pool Villa - Free afternoon cocktail),Biệt Thự Hồ Bơi 2 Phòng Ngủ Hướng Đầm Phá - Miễn Phí Cocktail Buổi Chiều (2 Bedrooms Lagoon View Pool Villa - Free afternoon cocktail),NA,5.060.508,7.167.513,7.710.615,7.197.718,8.246.887
Handwritten,"Classic Room - 1 Queen Size Bed, Mountain View","1,140,000","1,040,000","1,040,000","1,040,000","1,040,000","1,040,000"
Vedana Lagoon Wellness Resort & Spa - 2 Bedrooms Lagoon View Villa with Free Afternoon Cocktail,2 Bedrooms Lagoon View Villa with Free Afternoon Cocktail,4.965.418,6.008.157,4.965.418,4.965.418,4.965.418,4.965.418
Vedana Lagoon Wellness Resort & Spa - Biệt Thự Trên Mặt Nước Có Hồ Bơi - Cocktail Chiều Miễn Phí (Water Pool Villa - Free afternoon cocktail),Biệt Thự Trên Mặt Nước Có Hồ Bơi - Cocktail Chiều Miễn Phí (Water Pool Villa - Free afternoon cocktail),6.120.825,6.152.743,6.183.846,5.736.789,6.183.846,4.587.167
