hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
Golden Lotus Grand Da Nang,Superior City View Room - Afternoon Tea Included,"1,470,775","1,718,363","1,375,965","1,574,477","1,292,199","2,422,103"
Shilla Monogram Danang,Superior Partial Ocean View Twin Room,"3,919,758","3,925,247","3,822,516","₫ 3,363,205","3,827,867","4,507,409"
Fusion Resort-5 bedroom villa,Five Bedroom Premium Beachfront Villa with Private Pool - Spa Inclusive,"53,623,019",NA,"53,958,665","53,958,665","15,069","16,639"
Rosamia Da Nang Hotel,Grand Deluxe Double,"₫ 2,349,104","₫ 2,349,104",2.349.104₫,2.349.104₫,"₫ 2,349,104","₫ 2,349,104"
Fusion Resort-4 bedroom villa,Four Bedroom Premium Villa with Private Pool - Spa Inclusive,"38,233,957",NA,"38,655,267","38,655,267","38,655,708","11,222"
Hyatt Regency Danang Resort And Spa,2 Twin Beds,"4,230,000","₫ 4,668,995","4,995,000","4,140,000","4,800,000","4,320,000"
Sheraton Grand Danang Beach Resort & Spa,"Guest room, 2 Twin, Bay view","₫ 3,813,477","4,600,000","3,900,000","₫ 3,813,477",3.800.000,"4,200,000"
TMS Hotel Da Nang Beach,Premier City View Twin Room with Balcony and Spa Included,"4,256,503","2,320,282","2,609,348","2,320,282","2,400,600","2,320,282"
SALA DANANG BEACH HOTEL,Superior Double City View,"1,765,432","2,375,309",1.868.929,2.637.742,"1,805,901",2.086.420
Fusion Resort-3 bedroom villa,Three Bedroom Presidential Plunge Pool Loft - Spa Inclusive,"27,086,147","23,861,625","25,774,818",NA,"25,774,818","32,175,822"
Nesta Hotel Da Nang,Superior Double Garden View,"1,573,175","₫ 1,339,835","1,525,503","1,525,503",1.525.503,"1,525,503"
Melia Vinpearl,Deluxe Room,"1,557,396","1,877,796","1,664,196",1.664.196,"1,664,196","1,664,196"
Vinpearl Resort,Deluxe Twin Room,"2,984,127","3,482,644","3,202,425",3.563.223,3.558.250,"3,563,223"
Mường Thanh,Deluxe Double City View,"2,258,818","2,158,730","2,158,730","₫ 1,311,501","2,158,730","2,158,730"
InterContinental,2 Single Classic City View,"3,927,254",3.647.426₫,"3,241,961","3,136,531","3,136,531",3.136.531
M Village Tao Đàn,Superior Room,"2,561,756","1,693,562","1,649,831",1.692.795,"1,544,415","1,548,875"
Sheraton,"Guest room, 2 Twin, Ocean view","3,400,000","3,500,000","3,400,000","3,400,000","3,400,000","3,500,000"
Potique Hotel,Classic Room,"3,422,647","2,745,397","2,258,933","2,542,786","2,314,000",2.520.763
Express VVK,Standard Room without Window,"843,739",900.863,"791,275","836,382","790,305","835,588"
Signature Lê Thánh Tôn,Deluxe City View Twin Room,4.032.207,"3,928,317","3,647,062",3.141.678,"3,400,553","3,577,886"
MV Tôn Thất Đạm,Standard Room without Window,"1,648,550","1,812,397","1,302,592","1,445,885","1,529,277","1,529,277"
MV TTĐ,Deluxe Room Twin,"2,056,614","₫ 1,849,192","2,478,483","2,478,483","2,478,483","2,478,483"
MV TTĐ,Deluxe Room,"1,951,146","2,373,016",2.373.016,"2,373,016","2,373,016",2.373.016
