hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
Halais Hotel,Superior Room,"VND 1,048,031","VND 1,048,031","VND 1,048,031","VND 1,048,031","VND 1,048,031","VND 1,219,839"
Minasi HanoiOi Hotel,Premier Double Bed Room,"VND 1,888,889","VND 1,888,889","VND 1,888,889","VND 1,888,889","VND 1,888,889","VND 4,380,583"
Muong Thanh Hanoi Centre Hotel,Superior King Room,"VND 1,650,000","VND 1,650,000","VND 2,500,000","VND 1,650,000","VND 1,650,000","VND 2,500,000"
Mercure Hanoi La Gare Hotel,Classic Double Bed Room With City View,"VND 1,683,990","VND 2,381,400","VND 1,905,120","VND 1,905,120","VND 1,905,120","VND 2,347,380"
REY Hotel Hanoi,Standard Twin Room,"VND 2,000,000","VND 2,300,000","VND 2,300,000","VND 2,300,000","VND 1,955,000","VND 3,400,000"
La Passion Premium Cau Go,Grand Double Room,"VND 8,698,043","VND 8,775,000","VND 8,698,043","VND 8,775,000","VND 8,698,043","VND 8,698,043"
Bespoke Trendy Hotel Hanoi (Formerly Hanoi La Siesta Hotel Trendy),Cozy Deluxe Room,"VND 1,844,443","VND 1,618,390","VND 1,618,390","VND 2,196,875","VND 2,312,155","VND 2,489,991"
Nesta Hotel Hanoi,Superior Twin Room Non Smoking,"VND 1,237,297","VND 1,340,119","VND 1,187,805","VND 1,250,321","VND 1,381,934","VND 1,447,741"
Silk Path Boutique Hanoi,Superior Room,"VND 1,471,555","VND 3,952,800","VND 1,888,220","VND 1,888,220","VND 1,888,220","VND 2,034,218"
La Siesta Premium Hang Be,Superior Room No Window,"VND 2,772,000","VND 2,425,500","VND 3,465,000","VND 4,019,400","VND 4,158,000","VND 4,296,600"
Hanoi le Jardin Hotel & Spa,Cozy Le Jardin Classic Room,"VND 1,804,053","VND 1,714,196","VND 1,537,938","VND 1,627,795","VND 1,627,795","VND 1,950,328"
Hotel du Lac Hanoi,Deluxe Twin Internal Window,"VND 2,295,998","VND 2,331,000","VND 2,123,798","VND 7,560,000","VND 2,382,098","VND 8,280,000"
L'Signature Hotel & Spa,Superior Double No Window,"VND 1,919,856","VND 2,639,802","VND 2,597,805","VND 3,069,944","VND 3,069,944","VND 4,546,094"
Aira Boutique Hanoi Hotel & Spa,Deluxe Room,"VND 1,819,690","VND 3,701,528","VND 1,805,604","VND 3,701,528","VND 1,804,821","VND 2,707,101"
