hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
The Ocean Resort by Fusion Quy Nhon - Studio with Pool View,Studio with Pool View,"2,854,046","2,800,075","2,795,663","2,800,749","2,626,708","2,570,417"
The Ocean Resort by Fusion Quy Nhon - One-bedroom Private Pool Villa - Spa Inclusive,One-bedroom Private Pool Villa - Spa Inclusive,"5,335,779","5,344,043","5,331,808","5,325,240","4,920,009","4,920,268"
The Ocean Resort by Fusion Quy Nhon - Two-bedroom Courtyard Villa - Private Pool,Two-bedroom Courtyard Villa - Private Pool,"8,012,383","12,636,270","7,589,412","7,599,123","7,379,345","7,380,532"
The Ocean Resort by Fusion Quy Nhon - Three-bedroom Garden Villa - Private Pool,Three-bedroom Garden Villa - Private Pool,"12,862,874","12,636,270","12,626,589","12,636,270","11,570,080","10,466,832"
The Ocean Resort by Fusion Quy Nhon - Four-bedroom Beachfront Pool Villa - Ocean Club Access,Four-bedroom Beachfront Pool Villa - Ocean Club Access,"37,367,725","33,630,952","33,630,952","33,630,952","33,630,952","33,630,952"
FLC Quy Nhon Beachfront Condotel,Junior Deluxe King,"686,508","849,206","686,508","686,508","686,508","675,093"
FLC Quy Nhon SeaView Condotel,Sea View Balcony,"2,594,797","2,123,016","2,123,016","2,123,016","2,123,016","1,769,180"
FLC Sea Tower Quy Nhơn Seaview Apartment,Sea View Studio with Balcony,"881,834","881,834","881,834","881,834","881,834","776,014"
FLC Sea Tower - The Beach Quy Nhon,Studio Ocean View Twin,"1,212,522","1,212,522","1,212,522","1,212,522","1,212,522","992,063"
FLC City Hotel Beach Quy Nhon,Deluxe giường đôi Hướng phố (Deluxe Double City View),"1,242,566","1,029,657","1,029,657","1,029,657","1,029,657","1,242,566"
Grand Hyams Hotel,Phòng Cao Cấp Hướng Vịnh 2 Giường Đơn (Premium Bay View Twin Room),"1,256,173","1,256,173","1,256,173","1,256,173","1,256,173","1,256,173"
Crown Retreat Quy Nhơn (Crown Retreat Quy Nhon),Đôi Tiêu Chuẩn Hướng Vườn (Standard Garden View Double),"1,639,467",SOLD OUT,SOLD OUT,"1,639,467","1,639,467","1,639,467"
Anya Premier Beachfront Hotel Quy Nhon,Premier City View Twin Room,"1,299,399","1,366,249","1,366,249","1,198,122","1,366,249","1,366,249"
Maia Resort Quy Nhon,Garden Pool Villa,"8,531,746","8,531,746","7,678,571","7,678,571","7,678,571","7,678,571"
Tru by Hilton Ha Long Hon Gai Centre,King Accessible Room,"822,585","822,585","822,585","822,585","822,585","822,585"
Wyndham Legend Halong Hotel,"2 Twin Beds Superior, Non Smoking","1,808,628","1,808,628","1,808,628","1,808,628","1,808,628","1,808,628"
Wyndham Garden Legend Halong,"Superior Garden Room, 2 Single Beds, Hill View","1,207,555","1,315,730",SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT
HOTEL SOLEIL HALONG - Trademark Collection by Wyndham,"2 Twin beds, Deluxe, City View, Non-Smoking",SOLD OUT,SOLD OUT,"3,116,000","3,116,000","1,415,250","1,415,250"
Novotel Ha Long Bay,Standard Room with 2 Single Size Beds,"1,144,000","1,144,000","1,144,000","1,144,000",SOLD OUT,SOLD OUT
"Radisson Blu Hotel, Ha Long Bay",Deluxe Room - Lake View,SOLD OUT,SOLD OUT,"4,761,905","4,761,905","2,380,952","2,380,952"
"Hyatt Place Ha Long Bay, Bai Chay",Phòng có giường King (1 King Bed),"1,300,000","1,300,000","1,040,000","1,040,000","1,040,000","1,040,000"
InterContinental Halong Bay Resort by IHG,2 Twin Classic Halong Bay View,"10,239,537","7,475,651","7,080,811","7,080,811","5,691,191","7,107,133"
Mercure Hai Phong,Phòng Superior 1 giường King (Superior 1 King Bed),SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT
Pullman Hai Phong Grand Hotel,"Phòng Cao Cấp có 2 Giường Đơn (Superior Room, 2 Single Beds)","2,344,000","2,344,000","2,344,000","2,344,000","2,344,000","2,344,000"
"Wink Hai Phong Centre, part of Unscripted by Hyatt",Phòng 2 Giường đơn (2 Twin Beds),"1,250,000","1,000,000",SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT
Sheraton Hai Phong,"Deluxe, Guest Room, 2 Twin (Deluxe, Guest room, 2 Twin)","1,800,000","1,900,000","1,800,000","1,700,000","2,300,000","1,700,000"
