Hotel,URL,Room to be extracted,Location,Platform
Furama Villas Danang-1 Bedroom Pool Villa,https://www.agoda.com/furama-villas-danang/hotel/da-nang-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-18&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject+Object%5D&los=1&searchrequestid=f816ee29-fe7c-4952-9a60-ea2e35b7130d&ds=k1Qw7BnT0zuXtSP0,1 Bedroom Pool Villa,DN,Agoda
Furama Villas Danang-2 Bedroom Pool Villa,https://www.agoda.com/furama-villas-danang/hotel/da-nang-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-18&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject+Object%5D&los=1&searchrequestid=f816ee29-fe7c-4952-9a60-ea2e35b7130d&ds=k1Qw7BnT0zuXtSP0,2 Bedroom Pool Villa,DN,Agoda
Furama Villas Danang-3 Bedroom Pool Villa,https://www.agoda.com/furama-villas-danang/hotel/da-nang-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-18&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject+Object%5D&los=1&searchrequestid=f816ee29-fe7c-4952-9a60-ea2e35b7130d&ds=k1Qw7BnT0zuXtSP0,3 Bedroom Pool Villa,DN,Agoda
Furama Villas Danang-4-Bedroom Beachfront Villa with Private Pool,https://www.agoda.com/furama-villas-danang/hotel/da-nang-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-18&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject+Object%5D&los=1&searchrequestid=f816ee29-fe7c-4952-9a60-ea2e35b7130d&ds=k1Qw7BnT0zuXtSP0,4-Bedroom Beachfront Villa with Private Pool,DN,Agoda
Furama Resort Danang-Lagoon Superior,https://www.agoda.com/furama-resort-danang/hotel/da-nang-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-18&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject+Object%5D&los=1&searchrequestid=78bdd4f0-5a8c-499b-a05f-beec56fa0b30&ds=k1Qw7BnT0zuXtSP0,Lagoon Superior,DN,Agoda
