input_url,hotel_name,address,overall_rating,review_count,fetched_reviews,status,ftid,gid,entity,final_url,crawled_at
https://maps.app.goo.gl/YPArGf22bQ1QsJ756,"M Village Hotel Tao Đàn Park, a brand of Modern Village Lifestyle","14 Trương Định, Xuân Hòa, Hồ Chí Minh 70000, Việt Nam",4.8,568,1351,ok,0x31752fbc155d2ad5:0xe5a2b5a6b051fe7c,/g/11y5tnplf_,ChoI_PzHguu0rdHlARoNL2cvMTF5NXRucGxmXxAB,"https://www.google.com/maps/place/M+Village+Hotel+Tao+%C4%90%C3%A0n+Park,+a+brand+of+Modern+Village+Lifestyle/@10.7764848,106.6913542,21z/data=!4m9!3m8!1s0x31752fbc155d2ad5:0xe5a2b5a6b051fe7c!5m2!4m1!1i2!8m2!3d10.7766859!4d106.6912394!16s%2Fg%2F11y5tnplf_?entry=tts&g_ep=EgoyMDI2MDcxMy4wIPu8ASoASAFQAw%3D%3D&skid=0af7de53-226c-435e-b768-82c8f07bf991",2026-07-16 14:14
https://maps.app.goo.gl/GbcDvc6tGtmhtD8aA,"Grand Signature by M Village Lê Thánh Tôn, a brand of Modern Village Lifestyle","24 Lê Thánh Tôn, Sài Gòn, Hồ Chí Minh 700000, Việt Nam",4.9,1482,2431,ok,0x31752fb710cd1423:0xaf21f31a21e201f5,/g/11t_q49_yf,ChoI9YOIj6Lj_JCvARoNL2cvMTF0X3E0OV95ZhAB,"https://www.google.com/maps/place/Grand+Signature+by+M+Village+L%C3%AA+Th%C3%A1nh+T%C3%B4n,+a+brand+of+Modern+Village+Lifestyle/@10.7804518,106.7017649,17z/data=!3m1!4b1!4m9!3m8!1s0x31752fb710cd1423:0xaf21f31a21e201f5!5m2!4m1!1i2!8m2!3d10.7804518!4d106.7043452!16s%2Fg%2F11t_q49_yf?entry=tts&g_ep=EgoyMDI2MDcxMy4wIPu8ASoASAFQAw%3D%3D&skid=d477532e-175a-4436-aa05-b9d9a9d517d1",2026-07-16 14:18
