Hotel,URL,Room to be extracted
A La Carte,https://www.agoda.com/a-la-carte-da-nang-beach-hotel/hotel/da-nang-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=342779f6-6eb4-41db-9979-dbcc4f20057c&ds=LxaZ4GK%2FBx7rq6OP&checkin=2025-07-09,1-Bedroom City View Twin Studio
Avora Boutique,https://www.agoda.com/avora-boutique-hotel/hotel/da-nang-vn.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2024-08-13&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=d8f53ebf-e829-4e2a-9304-aade3e02d14c,Superior Double Room - Non-Smoking
Avora Hotel,https://www.agoda.com/avora-hotel/hotel/da-nang-vn.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=e29c78e1-699a-4697-b9ef-d0b136b9e734&checkin=2024-08-21,Superior Twin Room - Non-Smoking
Brilliant Hotel Danang,https://www.agoda.com/brilliant-hotel-danang/hotel/da-nang-vn.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2024-08-13&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=7e9c28ec-d3e2-476c-b5b7-a24bab7cc72e,Standard Double Room (No View)
Central Hotel & Spa,https://www.agoda.com/central-hotel-spa-danang/hotel/da-nang-vn.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2024-08-13&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=3&los=1&searchrequestid=49e6aa32-66e2-46cb-95dc-3bce62564918,Standard Double Room
Crowne Plaza Danang City Centre,https://www.agoda.com/bay-capital-danang/hotel/da-n-ng-vn.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2024-08-13&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=76634560-f776-4675-94c7-6e01ccad16cd,Standard Room
Furama Resort Danang-Lagoon Superior,https://www.agoda.com/furama-resort-danang/hotel/da-nang-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-18&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject+Object%5D&los=1&searchrequestid=78bdd4f0-5a8c-499b-a05f-beec56fa0b30&ds=k1Qw7BnT0zuXtSP0,Lagoon Superior
Furama Villas Danang-1 Bedroom Pool Villa,https://www.agoda.com/furama-villas-danang/hotel/da-nang-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-18&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject+Object%5D&los=1&searchrequestid=f816ee29-fe7c-4952-9a60-ea2e35b7130d&ds=k1Qw7BnT0zuXtSP0,1 Bedroom Pool Villa
Furama Villas Danang-2 Bedroom Pool Villa,https://www.agoda.com/furama-villas-danang/hotel/da-nang-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-18&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject+Object%5D&los=1&searchrequestid=f816ee29-fe7c-4952-9a60-ea2e35b7130d&ds=k1Qw7BnT0zuXtSP0,2 Bedroom Pool Villa
Furama Villas Danang-3 Bedroom Pool Villa,https://www.agoda.com/furama-villas-danang/hotel/da-nang-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-18&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject+Object%5D&los=1&searchrequestid=f816ee29-fe7c-4952-9a60-ea2e35b7130d&ds=k1Qw7BnT0zuXtSP0,3 Bedroom Pool Villa
