hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
Banla Boutique Hotel,Phòng cổ điển giường đôi (Classic Double Room),"₫1,125,220","₫1,120,495",1.111.054₫,"₫1,110,514",1.110.671₫,1.111.729₫
Colline Dalat,Superior Double Room,"₫1,716,771","₫1,720,461","₫1,631,188",2.188.746₫,"₫2,165,019","₫1,660,353"
Ana Mandara Villas Dalat Resort & Spa,Villa Double Room,"₫2,136,243","₫2,132,612","₫2,122,828","₫2,133,124","₫2,121,995","₫2,132,868"
LEGACY HOI AN RESORT,Phòng Superior hướng vườn (Superior Garden View Room),1.798.514₫,2.321.661₫,1.546.686₫,2.024.777₫,1.746.371₫,1.933.537₫
Sứ Retreat Hoi An - Riverfront Resort,Suite Lớn có Ban Công (Executive Suite with Balcony),3.020.697₫,3.001.411₫,3.001.593₫,NA,NA,3.001.559₫
Swiss-Belresort Tuyen Lam Dalat,Deluxe Mountain View King Room,"₫1,032,234","₫1,035,167","₫1,032,016","₫1,206,612","₫1,040,003","₫1,035,292"
Terracotta Hotel and Resort Dalat,Superior Twin,1.419.905₫,"₫1,434,802","₫1,646,120","₫1,409,416","₫1,407,747","₫1,785,115"
Mơ Stay - Forest Resort,Deluxe Balcony Room,"₫2,981,856","₫2,686,610","₫2,635,678","₫2,688,380","₫2,634,093","₫2,687,208"
Le Recit Boutique Hotel de Dalat,Deluxe Twin,"₫1,156,912","₫1,049,005","₫1,265,372","₫1,472,179","₫1,264,110","₫1,276,676"
Premier Senvila Boutique Resort & Spa,Deluxe Poolside Balcony with Garden View,NA,NA,NA,NA,1.052.620₫,NA
Túi Ba Gang Central Hotel,Deluxe Room -- 1 Bed,"₫837,672","₫837,886","₫847,968","₫837,886","₫1,041,667","₫1,575,833"
Nexus House An Son Da Lat,Standard Double with Balcony,"₫434,222","₫434,482","₫438,235",604.414₫,"₫604,414","₫1,224,778"
Mercure Dalat Resort,Deluxe Twin,2.898.000₫,3.192.705₫,2.817.910₫,2.760.500₫,3.441.750₫,3.015.500₫
The Mist Boutique - Suite City View Room,Suite City View Room,"₫1,567,441","₫1,630,940",1.629.984₫,"₫1,631,303","₫1,774,559","₫1,752,297"
Bach Place Dalat,Deluxe Twin - Breakfast,"₫1,103,040","₫1,103,040","₫1,145,102",1.132.857₫,1.131.657₫,1.805.763₫
Mùa Dalat Wellness Hotel,Superior Double Room,"₫1,371,534","₫1,619,048","₫1,619,048","₫1,366,590",1.358.203₫,"₫1,372,812"
The Mist Boutique - Deluxe City View,Deluxe City View,"₫1,343,742",1.344.430₫,1.439.467₫,"₫1,344,552","₫1,440,793","₫1,344,295"
The Mist Boutique - Double Room,Double Room,"₫1,001,079","₫1,044,713","₫1,439,992","₫1,445,601","₫1,623,907","₫1,505,076"
The Mist Boutique - Deluxe Mountain View,Deluxe Mountain View,"₫1,785,886","₫1,932,096","₫1,779,595",1.788.327₫,"₫1,778,691",1.787.531₫
The Pink Boutique Hotel,Classic Double,"₫978,500","₫1,090,401",NA,"₫964,180","₫955,667","₫1,914,666"
