hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
LEGACY HOI AN RESORT,Phòng Superior hướng vườn (Superior Garden View Room),NA,NA,NA,NA,1.180.536,1.101.187
Mơ Stay - Forest Resort,Deluxe Balcony Room,2.377.787₫,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT
Sứ Retreat Hoi An - Riverfront Resort,Suite Lớn có Ban Công (Executive Suite with Balcony),3.356.645,NA,NA,2.951.582,2.951.304,NA
Le Recit Boutique Hotel de Dalat,Deluxe Twin,"2,030,186",SOLD OUT,1.340.017,"1,086,683",SOLD OUT,SOLD OUT
Terracotta Hotel and Resort Dalat,Superior Twin,SOLD OUT,SOLD OUT,"1,617,992",SOLD OUT,SOLD OUT,SOLD OUT
Premier Senvila Boutique Resort & Spa,Deluxe Poolside Balcony with Garden View,NA,NA,NA,NA,NA,NA
Ana Mandara Villas Dalat Resort & Spa,Villa Double Room,"2,262,221","4,199,008",SOLD OUT,2.300.093,SOLD OUT,SOLD OUT
Colline Dalat,Superior Double Room,"1,582,011",SOLD OUT,"1,585,277",SOLD OUT,SOLD OUT,SOLD OUT
Swiss-Belresort Tuyen Lam Dalat,Deluxe Mountain View King Room,SOLD OUT,SOLD OUT,"1,071,347",SOLD OUT,SOLD OUT,"1,157,936"
Banla Boutique Hotel,Phòng cổ điển giường đôi (Classic Double Room),SOLD OUT,1.002.721₫,"1,112,010",SOLD OUT,SOLD OUT,"1,112,517"
The Mist Boutique - Suite City View Room,Suite City View Room,"1,365,741","₫ 1,569,905","1,719,011",SOLD OUT,SOLD OUT,SOLD OUT
Mùa Dalat Wellness Hotel,Superior Double Room,SOLD OUT,SOLD OUT,"1,254,575",1.259.956,1.272.928,SOLD OUT
Nexus House An Son Da Lat,Standard Double with Balcony,SOLD OUT,SOLD OUT,930.280,SOLD OUT,SOLD OUT,SOLD OUT
The Mist Boutique - Double Room,Double Room,SOLD OUT,SOLD OUT,"₫ 1,006,012",SOLD OUT,SOLD OUT,"1,032,393"
Bach Place Dalat,Deluxe Twin - Breakfast,SOLD OUT,"₫ 1,094,436","1,166,818",SOLD OUT,"1,192,274",SOLD OUT
Mercure Dalat Resort,Deluxe Twin,NA,NA,NA,NA,NA,NA
The Mist Boutique - Deluxe City View,Deluxe City View,SOLD OUT,SOLD OUT,1.439.030,SOLD OUT,"1,250,323",1.244.818
The Pink Boutique Hotel,Classic Double,"₫ 852,203","₫ 852,203",SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT
The Mist Boutique - Deluxe Mountain View,Deluxe Mountain View,"1,500,337","₫ 1,703,748",SOLD OUT,SOLD OUT,"1,686,315",SOLD OUT
Túi Ba Gang Central Hotel,Deluxe Room -- 1 Bed,"1,041,667",SOLD OUT,"841,735",SOLD OUT,SOLD OUT,SOLD OUT
