hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
Sứ Retreat Hoi An - Riverfront Resort,Suite Lớn có Ban Công (Executive Suite with Balcony),2.994.380₫,2.994.380₫,2.994.380₫,3.398.404,3.115.129,3.167.123
LEGACY HOI AN RESORT,Phòng Superior hướng vườn (Superior Garden View Room),1.703.337,1.285.431,4.845.172,1.186.460,1.102.869,1.193.804
Mơ Stay - Forest Resort,Deluxe Balcony Room,2.444.679₫,"2,430,251","4,948,120","2,535,503",2.444.679₫,"2,282,282"
Swiss-Belresort Tuyen Lam Dalat,Deluxe Mountain View King Room,"1,027,887","1,028,667","₫ 1,031,349","1,273,423","1,000,065","1,000,835"
Terracotta Hotel and Resort Dalat,Superior Twin,"1,408,599","1,404,662","2,522,429","1,404,091","1,404,402","1,404,091"
Le Recit Boutique Hotel de Dalat,Deluxe Twin,"831,955","887,860","1,952,412","1,109,909","1,195,243",1.109.909
Premier Senvila Boutique Resort & Spa,Deluxe Poolside Balcony with Garden View,NA,NA,NA,NA,NA,NA
Banla Boutique Hotel,Phòng cổ điển giường đôi (Classic Double Room),"₫ 958,026","1,112,404",958.026₫,"1,112,404",1.107.093,1.107.093
Ana Mandara Villas Dalat Resort & Spa,Villa Double Room,"1,941,462",1.942.461,"3,765,328","1,942,461","1,941,462","1,942,461"
Colline Dalat,Superior Double Room,"₫ 1,520,241",1.481.600,"₫ 1,520,241","1,462,651",1.484.131,"1,377,787"
The Mist Boutique - Deluxe City View,Deluxe City View,1.230.242₫,1.998.553,"1,993,513","1,234,038","1,231,812","1,234,038"
The Mist Boutique - Double Room,Double Room,"₫ 1,015,762",2.083.028,"₫ 1,015,762",1.036.444,1.032.897,"1,036,444"
Mùa Dalat Wellness Hotel,Superior Double Room,"1,282,726","1,254,938","₫ 1,232,657","1,254,938","1,282,726","1,254,938"
Nexus House An Son Da Lat,Standard Double with Balcony,"650,284",925.162,"₫ 479,672","925,162","923,447","925,162"
Túi Ba Gang Central Hotel,Deluxe Room -- 1 Bed,"1,041,667","842,061","1,704,378","842,061","810,785","1,083,113"
Mercure Dalat Resort,Deluxe Twin,2.988.000,2.853.000,4.223.000,2.988.000,2.988.000,2.988.000
The Mist Boutique - Deluxe Mountain View,Deluxe Mountain View,1.769.187₫,"2,436,590",1.769.187₫,1.664.513,"1,661,531","1,664,513"
Bach Place Dalat,Deluxe Twin - Breakfast,"1,181,167","1,015,573","1,709,498","1,151,468","1,185,668","1,151,468"
The Mist Boutique - Suite City View Room,Suite City View Room,"1,473,813","2,219,766","2,219,422","1,515,492","1,512,771","1,515,492"
The Pink Boutique Hotel,Classic Double,836.626₫,"₫ 836,626","₫ 836,626",867.503,836.626₫,"₫ 836,626"
