hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
Colline Dalat,Superior Double Room,"₫1,641,291","₫2,167,800","₫2,158,207",1.717.693₫,2.158.217₫,"₫3,102,037"
Swiss-Belresort Tuyen Lam Dalat,Deluxe Mountain View King Room,"₫1,210,351","₫1,179,361","₫1,035,157","₫1,248,165","₫1,395,082","₫1,231,050"
Terracotta Hotel and Resort Dalat,Superior Twin,1.515.938₫,"₫1,661,221",1.421.328₫,"₫1,423,173",1.699.101₫,"₫2,709,935"
Sứ Retreat Hoi An - Riverfront Resort,Suite Lớn có Ban Công (Executive Suite with Balcony),3.010.855₫,2.999.351₫,NA,NA,NA,NA
LEGACY HOI AN RESORT,Phòng Superior hướng vườn (Superior Garden View Room),1.688.716₫,1.478.375₫,2.024.777₫,1.478.153₫,1.371.378₫,2.119.291₫
Banla Boutique Hotel,Phòng cổ điển giường đôi (Classic Double Room),"₫1,121,035","₫1,109,771",1.109.771₫,"₫1,109,771","₫1,571,568","₫1,578,704"
Ana Mandara Villas Dalat Resort & Spa,Villa Double Room,"₫2,133,359","₫2,121,674","₫2,133,509","₫2,120,820",2.133.295₫,"₫3,432,743"
Mơ Stay - Forest Resort,Deluxe Balcony Room,"₫2,908,656","₫2,478,728","₫2,493,968","₫2,462,512","₫2,814,145","₫4,994,330"
Le Recit Boutique Hotel de Dalat,Deluxe Twin,"₫932,741","₫1,287,478","₫1,470,995","₫1,263,093","₫1,265,977","₫2,126,802"
Premier Senvila Boutique Resort & Spa,Deluxe Poolside Balcony with Garden View,NA,NA,NA,NA,NA,NA
Bach Place Dalat,Deluxe Twin - Breakfast,"₫1,136,720","₫1,136,949",1.178.453₫,"₫1,395,778","₫1,138,194","₫1,301,200"
The Mist Boutique - Suite City View Room,Suite City View Room,"₫1,533,797","₫1,621,607",1.758.388₫,"₫1,628,021","₫2,390,155",2.389.015₫
Mùa Dalat Wellness Hotel,Superior Double Room,1.367.923₫,1.354.217₫,"₫1,377,310","₫1,372,534",1.371.909₫,1.340.330₫
The Mist Boutique - Double Room,Double Room,"₫1,566,669","₫2,270,341",2.078.432₫,"₫2,084,479","₫2,353,021",2.104.219₫
Nexus House An Son Da Lat,Standard Double with Balcony,"₫438,658","₫415,732","₫438,169",604.202₫,1.223.886₫,"₫1,224,456"
The Pink Boutique Hotel,Classic Double,"₫1,137,578",SOLD OUT,"₫964,878","₫924,880","₫1,913,272","₫1,929,484"
The Mist Boutique - Deluxe City View,Deluxe City View,"₫1,344,794","₫1,331,963","₫1,345,267","₫1,343,540","₫2,015,998","₫2,015,573"
The Mist Boutique - Deluxe Mountain View,Deluxe Mountain View,"₫1,783,826","₫1,928,660","₫1,787,170","₫1,787,170","₫2,625,493",2.624.349₫
Mercure Dalat Resort,Deluxe Twin,3.240.422₫,2.808.000₫,2.675.500₫,2.675.500₫,3.015.500₫,4.843.000₫
Túi Ba Gang Central Hotel,Deluxe Room -- 1 Bed,"₫842,156",840.784₫,"₫850,446",834.868₫,"₫850,163","₫850,446"
