input_url,clean_url,hotel_name,property_id,overall_rating,rating_text,review_count,comment_count,provider_comment_count,fetched_reviews,subratings,providers_json,status,final_url,crawled_at
https://www.agoda.com/vi-vn/almanity-hoi-an-wellness-resort-spa-inclusive/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-06-2&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&flightSearchCriteria=%5Bobject+Object%5D&tspTypes=-1&los=1&searchrequestid=4f54fde2-ec5e-4614-8b67-3d8f0b705149&ds=GK%2BAXD%2B55oiPibg6,https://www.agoda.com/vi-vn/almanity-hoi-an-wellness-resort-spa-inclusive/hotel/hoi-an-vn.html,Almanty - Junior Suite,686575,9.0,Exceptional,6206,2881,2197,30,Cleanliness:9.2;Facilities:9.1;Location:9.1;Room comfort and quality:8.9;Service:9.3;Value for money:9.2,"[{""provider_id"": 332, ""total_comments"": 2197, ""is_default"": true}, {""provider_id"": 3038, ""total_comments"": 805, ""is_default"": false}]",ok,https://www.agoda.com/vi-vn/almanity-hoi-an-wellness-resort-spa-inclusive/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-06-2&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&flightSearchCriteria=%5Bobject+Object%5D&tspTypes=-1&los=1&searchrequestid=4f54fde2-ec5e-4614-8b67-3d8f0b705149&ds=GK%2BAXD%2B55oiPibg6,2026-07-16 14:58
