input_url,hotel_name,property_id,source,provider_id,review_id,rating,rating_text,title,text,text_original,title_original,positives,negatives,review_date,review_date_text,check_in,check_out,stay_month,author,country,traveler_type,room_type,nights,helpful_votes,reply,reply_by,reply_date,reply_date_text,language,photos,crawled_at
https://www.agoda.com/vi-vn/almanity-hoi-an-wellness-resort-spa-inclusive/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-06-2&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&flightSearchCriteria=%5Bobject+Object%5D&tspTypes=-1&los=1&searchrequestid=4f54fde2-ec5e-4614-8b67-3d8f0b705149&ds=GK%2BAXD%2B55oiPibg6,Almanty - Junior Suite,686575,Agoda,332,1138813594,10.0,Exceptional,Wow!!,"Great resort and spa. One of the best places we stayed in during our visit to VN. Great facilities, super helpful staff, and amazing breakfast. I highly recommend!!",,,,,2026-06-28,"June 28, 2026",2026-06-17,2026-06-20,June 2026,Tomas,United States,Couple,Loft Room Double or Twin,3,0,,Almanity Hoi An Resort & Spa,,,en,,2026-07-16 14:58
https://www.agoda.com/vi-vn/almanity-hoi-an-wellness-resort-spa-inclusive/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-06-2&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&flightSearchCriteria=%5Bobject+Object%5D&tspTypes=-1&los=1&searchrequestid=4f54fde2-ec5e-4614-8b67-3d8f0b705149&ds=GK%2BAXD%2B55oiPibg6,Almanty - Junior Suite,686575,Booking.com,3038,1099831501,10.0,Exceptional,Love it,,,,Very nice . Great room. Excellent location . Very kind staff. Want to help all the time .,,2026-03-15,"March 15, 2026",,,,Simcha,,Couple,,0,0,,Almanity Hoi An Resort & Spa,,,en,,2026-07-16 14:58
https://www.agoda.com/vi-vn/almanity-hoi-an-wellness-resort-spa-inclusive/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-06-2&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&flightSearchCriteria=%5Bobject+Object%5D&tspTypes=-1&los=1&searchrequestid=4f54fde2-ec5e-4614-8b67-3d8f0b705149&ds=GK%2BAXD%2B55oiPibg6,Almanty - Junior Suite,686575,Agoda,332,1138530475,9.2,Exceptional,Hotel right in front of Mike Beach,"The accommodation is right in front of Mike Beach. The hotel was clean and it was nice to have afternoon tea. The rooftop pool offered a great view of Mike Beach, and having a drink at the beach beer shop after dinner brought a sense of romance... Especially for those flying during the day, the airport pickup was really convenient. I will definitely use it again next time.","숙소 바로앞이 미케비치 입니다.
호텔은 깨끗하고 에프터눈 티가 있어서 좋았어요
옥상에 수영장은 미케비치 해변을 한눈에 볼 수 있었고
저녁에 밥 먹고 해변 맥주가게에서 한잔하면 낭만은 저절로... 
특히 낮비행기 이용객들에게 공항 픽업은 정말 유용했습니다
다음번에도 이용 하겠습니다",미케비치 바로 앞 호텔,,,2026-06-27,"June 27, 2026",2026-06-25,2026-06-26,June 2026,상준,South Korea,Couple,Loft Room Double or Twin,1,0,,Almanity Hoi An Resort & Spa,,,ko,,2026-07-16 14:58
https://www.agoda.com/vi-vn/almanity-hoi-an-wellness-resort-spa-inclusive/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-06-2&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&flightSearchCriteria=%5Bobject+Object%5D&tspTypes=-1&los=1&searchrequestid=4f54fde2-ec5e-4614-8b67-3d8f0b705149&ds=GK%2BAXD%2B55oiPibg6,Almanty - Junior Suite,686575,Booking.com,3038,1082366595,10.0,Exceptional,Wonderful,,,,"Location
Pool
Staff
Fish
Orchids","1.Slippers, I learned that they are washing and used again for clients. This is wrong…",2026-03-13,"March 13, 2026",,,,Pervin,,Couple,,0,0,,Almanity Hoi An Resort & Spa,,,en,,2026-07-16 14:58
https://www.agoda.com/vi-vn/almanity-hoi-an-wellness-resort-spa-inclusive/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-06-2&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&flightSearchCriteria=%5Bobject+Object%5D&tspTypes=-1&los=1&searchrequestid=4f54fde2-ec5e-4614-8b67-3d8f0b705149&ds=GK%2BAXD%2B55oiPibg6,Almanty - Junior Suite,686575,Agoda,332,1138349125,10.0,Exceptional,What could be the reason for removing the star rating?,"I understand that it is difficult to maintain the quality that was previously provided, especially during tough economic times. However, everything here, from the employees' attitudes to cleanliness, was satisfactory. I felt there was no reason it shouldn't be rated a 5. During my month-long stay in Da Nang, I stayed at six different hotels, and this place had the cleanest shower filter. Additionally, there were always lifeguards present at the pool, ensuring safety and maintaining the water quality, which allowed me to enjoy swimming comfortably. From the moment I took the taxi and greeted the staff to the cleaning personnel and restaurant employees, everyone was friendly and proactive, making my stay very comfortable. The breakfast might not be extremely diverse, but there was still a decent variety of enjoyable dishes, and fresh vegetables were provided daily, which was a plus!","경제가 어려울수록 기존에 제공하던 퀄리티가 유지되기 어려움을 알고 있습니다. 그러나 이곳에서는 직원분들의 태도부터 청결함까지 모든것이 만족스러웠습니다. 5점이 아닐 이유가 없다라는 생각이 들었습니다. 그리고 다낭 한달살기하며 호텔 6곳을 거쳤으며 이곳에서 가장 샤워기 필터가 깨끗했습니다. 또한 수영장에도 거의 계속 안전요원도 함께하며 필요함이 없는지를 살펴봐주었으며 수영장 수질도 깨끗하게 유지되고 있어 편안하게 수영도 즐길 수 있었습니다. 처음 택시를 타고 내리면서부터 만난 직원분들부터 청소해주시는분들, 레스토랑의 직원들까지 모든분들이 친절하며 적극적인 태도에 편안하게 지내다 왔습니다. 조식은 엄청 다양하진 않지만 그래도 즐길만한정도의 다양한 메뉴가 나왔으며 깨끗한 야채가 매일 제공되어 더 좋았습니다!",별점을 뺄 이유가 뭐가 있을까요?,,,2026-06-25,"June 25, 2026",2026-06-12,2026-06-16,June 2026,DanBi,South Korea,Solo traveler,Loft Room Double or Twin,4,0,,Almanity Hoi An Resort & Spa,,,ko,,2026-07-16 14:58
https://www.agoda.com/vi-vn/almanity-hoi-an-wellness-resort-spa-inclusive/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-06-2&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&flightSearchCriteria=%5Bobject+Object%5D&tspTypes=-1&los=1&searchrequestid=4f54fde2-ec5e-4614-8b67-3d8f0b705149&ds=GK%2BAXD%2B55oiPibg6,Almanty - Junior Suite,686575,Booking.com,3038,1081167231,9.0,Exceptional,It was very relaxing and refreshing which is exactly what I was looking for!!!,,,,The pools and the amenities; the staff was extremely helpful. There was a great breakfast buffet and the on site restaurant had great options that were delicious. Also pool side food and drink service was available.,The steps to get to my rooftop terrace room; but the staff helped a lot to ensure I enjoyed my special room and my stay!!!,2026-02-24,"February 24, 2026",,,,Deborah,,Couple,,0,0,,Almanity Hoi An Resort & Spa,,,en,,2026-07-16 14:58
https://www.agoda.com/vi-vn/almanity-hoi-an-wellness-resort-spa-inclusive/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-06-2&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&flightSearchCriteria=%5Bobject+Object%5D&tspTypes=-1&los=1&searchrequestid=4f54fde2-ec5e-4614-8b67-3d8f0b705149&ds=GK%2BAXD%2B55oiPibg6,Almanty - Junior Suite,686575,Agoda,332,1134495095,10.0,Exceptional,Very appreciative,"The come here everything we come to HoiAn. Very good location with amazing service, super nice staffs ",,,,,2026-06-19,"June 19, 2026",2026-06-18,2026-06-20,June 2026,Le,Vietnam,Family with teens,Loft Room Double or Twin,2,0,,Almanity Hoi An Resort & Spa,,,en,,2026-07-16 14:58
https://www.agoda.com/vi-vn/almanity-hoi-an-wellness-resort-spa-inclusive/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-06-2&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&flightSearchCriteria=%5Bobject+Object%5D&tspTypes=-1&los=1&searchrequestid=4f54fde2-ec5e-4614-8b67-3d8f0b705149&ds=GK%2BAXD%2B55oiPibg6,Almanty - Junior Suite,686575,Booking.com,3038,1075796323,10.0,Exceptional,Exceptional,,,,"Everything was great, location was nice, they arranged motorbike rentals for us in a few minutes. Room and bed were clean and comfortable!!",,2026-02-08,"February 08, 2026",,,,Simon,,Couple,,0,0,,Almanity Hoi An Resort & Spa,,,en,,2026-07-16 14:58
https://www.agoda.com/vi-vn/almanity-hoi-an-wellness-resort-spa-inclusive/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-06-2&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&flightSearchCriteria=%5Bobject+Object%5D&tspTypes=-1&los=1&searchrequestid=4f54fde2-ec5e-4614-8b67-3d8f0b705149&ds=GK%2BAXD%2B55oiPibg6,Almanty - Junior Suite,686575,Agoda,332,1131964116,10.0,Exceptional,Lovely holiday,"The facility is clean and the staff's response is wonderful. The breakfast has an incredible variety, is delicious, and I am very satisfied. It is about a 10-minute walk to the old town of Hoi An, and the price is reasonable. The shuttle service includes cold water and a wet napkin service, and although the prices are reasonable, the service is comparable to that of a luxury hotel! They frequently contacted me before my departure, and when I requested a restaurant reservation, they kindly accommodated me. I will definitely visit again!","施設は清潔感もありスタッフの方々の対応も素敵です。
朝ごはんもものすごく種類が豊富で、味も美味しく大満足です。
ホイアンの旧市街にも10分程度で歩いて行け、価格もリーズナブル。
送迎サービスも冷たい水におしぼりのサービス、価格はリーズナブルなのに対応は高級ホテル並み！
出国前にこまめに連絡をいただき、レストランの予約をお願いしたら心よく対応していただきました。
また必ず再訪します！",素敵な休日,,,2026-06-15,"June 15, 2026",2026-06-04,2026-06-05,June 2026,Takashi,Japan,Couple,Loft Room Double or Twin,1,0,,Almanity Hoi An Resort & Spa,,,ja,,2026-07-16 14:58
https://www.agoda.com/vi-vn/almanity-hoi-an-wellness-resort-spa-inclusive/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-06-2&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=7b5d3de0-8c32-42c4-8f5e-11bf6952077c&flightSearchCriteria=%5Bobject+Object%5D&tspTypes=-1&los=1&searchrequestid=4f54fde2-ec5e-4614-8b67-3d8f0b705149&ds=GK%2BAXD%2B55oiPibg6,Almanty - Junior Suite,686575,Booking.com,3038,1070982195,8.0,Excellent,very enjoyable,,,,"breakfast was amazing, the loft room was a bit tight for our liking. I did enjoy the bed upstairs, but the living area felt cramped. and I would prefer sink in bathroom","sink in the main area, a bit cramped. The wifi was awful and didn't work half the time.",2026-01-26,"January 26, 2026",,,,Anthony,,Couple,,0,0,,Almanity Hoi An Resort & Spa,,,en,,2026-07-16 14:58
