Hotel,URL,Room to be extracted,Location,Platform
Hotel de la Coupole - MGallery,https://www.agoda.com/hotel-de-la-coupole-mgallery-by-sofitel/hotel/sapa-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&tspTypes=8%2C-1&los=1&searchrequestid=c7d510e7-47c6-4017-8835-67f0adb5dace&checkin=2026-01-12,Classic Room Twin,Sapa,Agoda
Ville De Mont Mountain Resort,https://www.agoda.com/ville-de-mont-mountain-resort/hotel/sapa-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&tspTypes=-1&los=1&searchrequestid=bf0c858f-3c41-45ca-84b8-8458ba6cb109&checkin=2026-01-12,On the Rock 1-Bedroom Executive Villa,Sapa,Agoda
Silk Path Grand Sapa Resort & Spa,https://www.agoda.com/silk-path-grand-resort-spa-sapa/hotel/sapa-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-01-12&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=[object%20Object]&tspTypes=-1&los=1&searchrequestid=e8ad6f1a-6a2d-44b3-990a-fe64f3a6575e,Classic Garden View,Sapa,Agoda
Sapa Jade Hill Resort & Spa,https://www.agoda.com/sapa-jade-hill-resort-spa/hotel/sapa-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=6033f94a-f06b-48f9-86b7-a51f4a502040&checkin=2026-01-12,Deluxe Valley View Room,Sapa,Agoda
KK Sapa Hotel,https://www.agoda.com/kk-sapa-hotel/hotel/sapa-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=5c4666a0-3593-41d6-b49f-4f2312fba0e6&checkin=2026-01-12,Superior Twin City View,Sapa,Agoda
Pao's Sapa Leisure Hotel,https://www.agoda.com/pao-s-sapa-leisure-hotel/hotel/sapa-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-01-12&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=[object%20Object]&los=1&searchrequestid=e6777808-ce94-4c80-82dd-286280b875bb,Deluxe Garden View,Sapa,Agoda
Topas Ecolodge,https://www.agoda.com/topas-ecolodge/hotel/sapa-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=2b365a19-c416-4ac7-94aa-b5691c673229&checkin=2026-01-12,Deluxe Suite,Sapa,Agoda
Citadines Central Binh Duong,https://www.agoda.com/citadines-central-binh-duong_2/hotel/binh-duong-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=14e70c56-1fa4-44eb-bc24-b28c3036f91f&checkin=2026-01-12,Studio Premier,Bình Dương,Agoda
Fairfield by Marriott South Binh Duong,https://www.agoda.com/fairfield-by-marriott-south-binh-duong/hotel/binh-duong-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=30f0e068-4f06-4819-ab06-ca139a002c24&checkin=2026-01-12,"Guest room, 2 Twin",Bình Dương,Agoda
HIIVE by fusion Binh Duong - VSIP 1,https://www.agoda.com/hiive-binh-duong/hotel/binh-duong-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=43a4d055-9151-4a2d-af16-2b1d5f780246&checkin=2026-01-12,Superior Twin,Bình Dương,Agoda
Becamex Hotel New City,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=0bfc9853-3d6d-4d15-a104-85be76d62e7c&checkin=2026-01-12,Twin One Bedroom Suite,Bình Dương,Agoda
Legacy Mekong,https://www.agoda.com/legacy-mekong-can-tho-autograph-collection/hotel/c-n-tho-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&tspTypes=-1&los=1&searchrequestid=f1a4760e-a491-4d98-922a-d4471cbb46a3&checkin=2026-01-12,"Bungalow, 2 Twin, Garden View",Cần Thơ,Agoda
Sheraton Can Tho,https://www.agoda.com/sheraton-can-tho/hotel/c-n-tho-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&tspTypes=-1&los=1&searchrequestid=06744d7b-3e9f-43e9-b1c7-51e117599884&checkin=2026-01-12,"Guest room, 2 Twin",Cần Thơ,Agoda
Vedana Lagoon Wellness Resort & Spa - Villa bên hồ (Water Villa),https://www.agoda.com/vi-vn/vedana-lagoon-wellness-resort-spa/hotel/hue-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-04-9&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=185b9419-7d6d-4df3-a73a-f9a473638c96&ds=JOEd3Bkaq4LpY%2BGK,Villa bên hồ (Water Villa),,
Vedana Lagoon Wellness Resort & Spa - Hillside Biệt thự Có hồ bơi (Hillside Pool Villa),https://www.agoda.com/vi-vn/vedana-lagoon-wellness-resort-spa/hotel/hue-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-04-9&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=185b9419-7d6d-4df3-a73a-f9a473638c96&ds=JOEd3Bkaq4LpY%2BGK,Hillside Biệt thự Có hồ bơi (Hillside Pool Villa),,
Vedana Lagoon Wellness Resort & Spa - 2 Bedrooms Lagoon View Villa with Free Afternoon Cocktail,https://www.agoda.com/vi-vn/vedana-lagoon-wellness-resort-spa/hotel/hue-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-04-9&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=185b9419-7d6d-4df3-a73a-f9a473638c96&ds=JOEd3Bkaq4LpY%2BGK,2 Bedrooms Lagoon View Villa with Free Afternoon Cocktail,,
Vedana Lagoon Wellness Resort & Spa - Villa cạnh đồi (Hillside Villa),https://www.agoda.com/vi-vn/vedana-lagoon-wellness-resort-spa/hotel/hue-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-04-9&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=185b9419-7d6d-4df3-a73a-f9a473638c96&ds=JOEd3Bkaq4LpY%2BGK,Villa cạnh đồi (Hillside Villa),,
Vedana Lagoon Wellness Resort & Spa - Biệt Thự Hồ Bơi 2 Phòng Ngủ Hướng Đầm Phá - Miễn Phí Cocktail Buổi Chiều (2 Bedrooms Lagoon View Pool Villa - Free afternoon cocktail),https://www.agoda.com/vi-vn/vedana-lagoon-wellness-resort-spa/hotel/hue-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-04-9&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=185b9419-7d6d-4df3-a73a-f9a473638c96&ds=JOEd3Bkaq4LpY%2BGK,Biệt Thự Hồ Bơi 2 Phòng Ngủ Hướng Đầm Phá - Miễn Phí Cocktail Buổi Chiều (2 Bedrooms Lagoon View Pool Villa - Free afternoon cocktail),,
Vedana Lagoon Wellness Resort & Spa - Biệt Thự Trên Mặt Nước Có Hồ Bơi - Cocktail Chiều Miễn Phí (Water Pool Villa - Free afternoon cocktail),https://www.agoda.com/vi-vn/vedana-lagoon-wellness-resort-spa/hotel/hue-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-04-9&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=185b9419-7d6d-4df3-a73a-f9a473638c96&ds=JOEd3Bkaq4LpY%2BGK,Biệt Thự Trên Mặt Nước Có Hồ Bơi - Cocktail Chiều Miễn Phí (Water Pool Villa - Free afternoon cocktail),,
Ancient Huế Garden Houses (Ancient Hue Garden Houses),https://www.agoda.com/vi-vn/ancient-hue-garden-houses/hotel/hue-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1922877&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=-1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=a47f8aae-d71c-406a-b4c1-74a16abcc074&tspTypes=16&los=1&searchrequestid=275578e4-68d6-4005-9113-fb4bca865c9f&ds=JufM2YFjlqwwYLtK&checkin=2026-04-13,Phòng Đôi Hướng Vườn (Double Room with Garden View),,
