hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
The Mist Boutique - Suite Mountain View,Suite Mountain View,"2,352,381",2.548.413,"2,548,413","2,548,413","2,548,413","2,548,413"
Mit Retreat,One Bedroom Deluxe Mountain View,2.736.110,"2,732,122","2,589,216",SOLD OUT,SOLD OUT,SOLD OUT
The Mist Boutique - Tripple Deluxe,Triple Deluxe,"₫ 1,570,125","2,001,588","₫ 1,570,125","2,001,588",1.570.125₫,1.570.125₫
Mai Chau Ecolodge,Superior Twin Room with Garden View,"2,031,746","2,031,746","2,074,074","2,116,402","2,116,402","2,116,402"
TOKI Ecolodge Cao Răm,"Basic Room, Mountain View",SOLD OUT,"2,228,653","2,755,348","2,811,128","2,228,071","2,228,071"
The Mist Boutique - Tripple Balcony,Triple Balcony,"₫ 1,752,896","2,156,349","₫ 1,752,896","2,156,349",2.156.349,"2,156,349"
Avana Retreat,Mountain Suite,"7,158,289","7,158,289","7,158,289","7,158,289",7.158.289,"7,158,289"
The Mist Boutique - Executive Suite,Executive Suite,"2,438,095","₫ 2,025,189","2,641,270",2.588.135,2.641.270,2.588.105
Bakhan Village Resort,Bungalow - Garden View,"1,783,730","1,783,730","₫ 1,394,155","1,783,730",1.783.730,"1,783,730"
The Mist Boutique - Signature Suite,Signature Suite,"2,780,953",2.272.029₫,"2,955,338","2,951,170","2,829,444","2,760,221"
Sapa Jade Hill Resort & Spa,Deluxe Valley View Room,"₫ 1,586,142","₫ 1,586,142","₫ 1,586,142","₫ 1,586,560","2,186,714","2,131,168"
KK Sapa Hotel,Superior Twin City View,"₫ 1,382,671","1,686,936","1,686,936","1,686,936","1,686,936","₫ 1,382,671"
Hotel de la Coupole - MGallery,Classic Room Twin,3.703.362₫,3.955.000,"₫ 3,703,362","₫ 3,703,362","3,925,000","3,905,000"
Ville De Mont Mountain Resort,On the Rock 1-Bedroom Executive Villa,"8,040,733",8.029.190,8.039.325,"8,725,714","8,738,261",8.725.714
Pao's Sapa Leisure Hotel,Deluxe Garden View,"1,805,556",2.222.222,"1,805,556","1,944,444","1,805,556","₫ 1,796,594"
Topas Ecolodge,Deluxe Suite,"9,565,398","9,551,555","9,565,398","9,297,974","9,311,450","9,297,974"
Fairfield by Marriott South Binh Duong,"Guest room, 2 Twin","1,680,000","1,650,000",1.680.000,"1,680,000","1,680,000","1,680,000"
HIIVE by fusion Binh Duong - VSIP 1,Superior Twin,"1,791,887","2,215,168","1,932,981","1,932,981","1,932,981","1,932,981"
Silk Path Grand Sapa Resort & Spa,Classic Garden View,"2,473,545","2,522,046","2,522,046","₫ 2,119,436","₫ 2,119,436","2,425,044"
Citadines Central Binh Duong,Studio Premier,"945,000","945,000",945.000,"810,000","810,000",810.000
Becamex Hotel New City,Twin One Bedroom Suite,"1,514,397","1,493,478","1,511,576","1,513,697","1,507,854","1,514,861"
Vedana Lagoon Wellness Resort & Spa - 2 Bedrooms Lagoon View Villa with Free Afternoon Cocktail,2 Bedrooms Lagoon View Villa with Free Afternoon Cocktail,5.534.002,5.710.109,6.839.752,5.712.416,7.528.148,6.818.764
Vedana Lagoon Wellness Resort & Spa - Villa bên hồ (Water Villa),Villa bên hồ (Water Villa),8.419.986,8.529.783,4.883.231,4.921.666,4.997.360,4.838.494
Vedana Lagoon Wellness Resort & Spa - Biệt Thự Trên Mặt Nước Có Hồ Bơi - Cocktail Chiều Miễn Phí (Water Pool Villa - Free afternoon cocktail),Biệt Thự Trên Mặt Nước Có Hồ Bơi - Cocktail Chiều Miễn Phí (Water Pool Villa - Free afternoon cocktail),6.804.406,6.715.643,6.871.351,6.781.136,6.278.476,6.261.878
Vedana Lagoon Wellness Resort & Spa - Biệt Thự Hồ Bơi 2 Phòng Ngủ Hướng Đầm Phá - Miễn Phí Cocktail Buổi Chiều (2 Bedrooms Lagoon View Pool Villa - Free afternoon cocktail),Biệt Thự Hồ Bơi 2 Phòng Ngủ Hướng Đầm Phá - Miễn Phí Cocktail Buổi Chiều (2 Bedrooms Lagoon View Pool Villa - Free afternoon cocktail),8.173.958,6.874.128,7.929.406,8.178.085,8.222.221,8.169.827
Vedana Lagoon Wellness Resort & Spa - Hillside Biệt thự Có hồ bơi (Hillside Pool Villa),Hillside Biệt thự Có hồ bơi (Hillside Pool Villa),4.877.656,4.965.725,4.946.495,4.845.518,4.997.360,4.943.113
Sheraton Can Tho,"Guest room, 2 Twin",2.250.000,"2,250,000","₫ 1,694,540","2,250,000","2,250,000","2,250,000"
Ancient Huế Garden Houses (Ancient Hue Garden Houses),Phòng Đôi Hướng Vườn (Double Room with Garden View),3.064.700₫,3.500.801,3.064.700₫,3.542.673,3.542.673,3.064.700₫
Vedana Lagoon Wellness Resort & Spa - Villa cạnh đồi (Hillside Villa),Villa cạnh đồi (Hillside Villa),4.967.642,5.081.429,5.081.429,4.949.898,5.083.424,5.247.824
Legacy Mekong,"Bungalow, 2 Twin, Garden View",3.500.000,3.500.000,3.500.000,3.500.000,"3,500,000",3.500.000
