hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
Savvy by M Village Hai Bà Trưng,"Phòng cao cấp Giường Lớn, Hướng Thành Phố (Superior King Bed, City View)",3.543.704₫,3.250.000₫,3.358.333₫,3.250.000₫,3.033.333₫,3.033.333₫
Signature by M Village HBT,Studio Room City View,"₫3,113,597","₫3,106,340","₫4,387,500","₫3,098,211","₫3,121,796","₫3,106,994"
President Maison,Deluxe - 1 King Bed,"₫4,869,714","₫4,984,067","₫5,097,393","₫5,140,262","₫4,430,329","₫4,757,422"
Signature Lê Thánh Tôn,Deluxe City View Twin Room,"₫5,596,520","₫4,603,603","₫5,251,593","₫4,950,446","₫4,609,184","₫4,616,540"
Potique Hotel,Classic Room,"₫2,372,909","₫2,757,965","₫2,620,126","₫2,603,073","₫2,385,414","₫2,390,240"
Hotel de la Coupole - MGallery,Classic Room Twin,"₫3,715,000","₫5,245,000","₫5,640,000","₫5,735,000",NA,"₫2,960,000"
InterContinental,2 Single Classic City View,"₫5,471,204","₫4,816,754","₫4,162,304","₫3,900,524","₫3,455,497","₫3,350,785"
Vinpearl Resort,Deluxe Twin Room,"₫3,473,455","₫3,618,259","₫3,473,455","₫3,488,932","₫3,985,777","₫2,839,506"
Melia Vinpearl,Deluxe Room,"₫1,599,896","₫1,599,896","₫1,599,896","₫1,599,896","₫1,599,896","₫1,599,896"
Mường Thanh,Deluxe Double City View,"₫968,483","₫968,483","₫971,208","₫968,483","₫971,208","₫968,483"
Amanaki,Signature Double Room,"₫3,489,309","₫2,565,996","₫3,253,446","₫2,650,753","₫2,827,081","₫2,801,620"
Topas Ecolodge,Deluxe Suite,"₫9,832,656","₫9,571,001","₫10,293,256","₫11,094,701","₫11,094,701","₫10,293,256"
Au Lac Charner,Vannier Premier Twin Room,"₫3,485,564","₫3,269,403","₫3,269,403","₫3,238,369","₫3,155,237","₫3,188,889"
KK Sapa Hotel,Superior Twin City View,"₫1,644,258","₫1,644,258","₫1,473,776","₫1,488,741","₫1,457,854","₫1,450,302"
Amanaki,Signature Twin Room,"₫3,380,782","₫3,380,782","₫3,324,412","₫3,354,453","₫2,827,081","₫2,801,620"
Sapa Jade Hill Resort & Spa,Deluxe Valley View Room,"₫1,746,816","₫1,757,907","₫1,614,152","₫1,941,487","₫2,047,505","₫1,707,679"
Pao's Sapa Leisure Hotel,Deluxe Garden View,"₫1,959,600","₫1,916,106","₫1,935,650","₫2,053,833","₫1,977,520","₫1,916,814"
Silk Path Grand Sapa Resort & Spa,Classic Garden View,"₫2,014,470","₫2,027,337","₫2,084,461","₫2,470,625","₫6,602,194","₫6,623,977"
Au Lac Charner,Ruffier Deluxe Twin Room without Window,"₫2,808,590","₫2,735,855","₫2,735,855","₫2,735,855","₫2,765,873","₫2,765,873"
Ville De Mont Mountain Resort,On the Rock 1-Bedroom Executive Villa,"₫6,997,437","₫8,348,151","₫8,392,925","₫6,578,525","₫7,327,960","₫7,705,849"
Hato,Deluxe Double No Window,SOLD OUT,"₫1,813,320","₫1,809,184","₫2,066,025",NA,"₫1,506,424"
Silverland Ben Thanh,Sunshine Garden - Double or Twin,"₫4,317,724","₫4,854,320","₫4,671,527","₫4,854,320","₫4,623,068","₫4,666,666"
M Hotel,Zen Corner,"₫3,609,570","₫3,238,258","₫3,616,843","₫3,616,843",NA,NA
Hato,Premium Twin Room - Non-Smoking,"₫2,321,996","₫2,330,857","₫2,603,449","₫2,479,166","₫2,320,621","₫2,215,787"
Silverland May,Narra Double,"₫4,781,657","₫4,833,822","₫4,833,822","₫4,697,707","₫4,404,471","₫4,065,608"
Wink,Wink Lite Queen,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT
Silverland May,Narra Twin - No Window,"₫4,897,530","₫4,833,822","₫4,845,855","₫4,603,880","₫4,404,471","₫4,065,608"
Wink,Wink Lite Twin,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT
Silverland Ben Thanh,Spring Field - No Window,"₫4,126,719","₫4,617,283","₫4,439,228","₫4,710,296","₫4,390,766","₫4,429,629"
