hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
muong thanh,Phòng Hai Giường Đơn Loại Sang (Deluxe Twin Room),"1,733,196","1,688,726","1,603,933","1,617,433","1,577,267","1,630,767"
garden plaza,Phòng Superior 2 giường (Superior Twin Room),"1,749,044","1,765,176","1,749,766","1,595,959","1,560,216","1,595,959"
holiday inn,Phòng Tiêu chuẩn 1 giường King Phù hợp cho người khuyết tật (1 King Standard Accessible),"2,145,046","1,864,496","2,074,580","2,179,622","2,179,622","2,179,622"
eastin,Phòng Superior (Superior),"1,841,594","1,873,503","1,867,180","1,871,530","1,865,611","1,872,267"
kin wander tan binh,Phòng Tiêu chuẩn có ban công (Standard with Balcony),"1,783,766","1,577,538","1,540,786","1,540,786","1,605,215","1,605,215"
vissai,Deluxe giường đôi (Deluxe Double),"1,633,481","1,855,238","1,700,635","1,855,238","1,855,238","1,855,238"
MV Nguyễn Kiệm,Studio không có Cửa sổ (Studio without Window),"791,005","791,005","1,054,674","1,054,674","1,054,674","1,054,674"
MV Cửu Long,Phòng giường đơn có cửa sổ (Single Room with Window),"685,538","685,538","685,538","685,538","685,538","685,538"
Dream palace ben thanh,Phòng Tiêu Chuẩn Có Giường Cỡ King (Standard King Room),"1,984,127","2,579,365","2,522,046","2,522,046","2,522,046","2,522,046"
jw marriott hotel & suites saigon,"Deluxe Guest room, 1 King",SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,"5,600,000"
liberty,Deluxe Room Only,"1,792,593","1,629,630","1,629,630","1,629,630","1,792,593","1,466,667"
the myst,Phòng Hai Giường Đơn Đồng Khởi có Ban Công (Dong Khoi Twin Room with Balcony),"4,308,730","4,490,653","4,587,831","4,536,684","4,690,123","4,439,506"
mia q2,Deluxe 2 giường Hướng sông (Deluxe Twin River View),"7,441,799","7,748,677","6,697,619","7,871,429","6,325,529","6,586,376"
paragon,Junior Deluxe,"1,446,516","1,446,516","1,711,108","1,711,108","1,711,108","1,711,108"
Bến Thành Boutique Hotel,Phòng Boutique (Boutique Room),"1,289,683","1,289,683","1,289,683","1,472,222","1,472,222","1,388,889"
Alagon City Hotel & Spa,Superior Twin Internal Window,"1,659,240","1,659,240","1,659,240","1,730,297","1,659,240","1,591,567"
G8 Riverside,Phòng Superior giường Queen (Superior Queen Room),"1,029,975","1,031,746","1,031,746","1,031,746","1,031,746","1,031,746"
The Hammock Hotel Fine Arts Museum,Phòng 2 Giường Đơn (Cozy Twin Nest),"1,187,302","1,187,302","1,122,216","1,187,302","1,187,302","1,187,302"
The Concept Hotel HCMC - D1,Suite giường Queen (Queen Suite),"1,719,577","1,719,577","1,719,577","1,719,577","1,719,577","1,719,577"
A25,Superior 2 giường đơn (Superior Twins),"945,767","945,767","945,767","945,767","945,767","945,767"
Val Solei Hotel,Superior giường đôi Hướng phố (Superior Double City View),"772,278","772,278","772,278","772,278","972,222","772,278"
Almanty - Junior Suite - Junior Suite,Junior Suite,"3,847,814","4,233,850","3,828,604","3,809,394","3,809,394","4,233,850"
