Hotel,URL,Room to be extracted
Pullman Saigon Centre Hotel,https://www.agoda.com/pullman-saigon-centre-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&isCityHaveAsq=false&los=1&searchrequestid=c689d6d2-0b0c-474b-8c7d-4febf12704e0&checkin=2024-04-09,Superior 2 Single Beds
Rex Hotel Saigon,https://www.agoda.com/rex-hotel-saigon/hotel/ho-chi-minh-city-vn.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2024-04-15&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&isCityHaveAsq=false&los=1&searchrequestid=7799071b-690f-4bd4-8095-f52194a2fcf5&ds=xzZL5deSrxi2BAwN,Deluxe King
Sedona Suites Ho Chi Minh City,https://www.agoda.com/sedona-suites-ho-chi-minh-city_14/hotel/ho-chi-minh-city-vn.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&isCityHaveAsq=false&los=1&searchrequestid=e499cc77-6ef8-47dd-be01-222d6bb07b73&checkin=2024-04-09,Grand Studio
Sheraton,https://www.agoda.com/sheraton-saigon-hotel-towers_12/hotel/ho-chi-minh-city-vn.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2024-04-5&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&isCityHaveAsq=false&tspTypes=-1&los=1&searchrequestid=20d863d5-0b64-4748-b12c-35fb85ba4ae4,"Guest Room, 1 King"
Silverland Mây,https://www.agoda.com/may-hotel-saigon_2/hotel/ho-chi-minh-city-vn.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&isCityHaveAsq=false&los=1&searchrequestid=230a9877-56fe-4fcc-abf2-4e05584a293f&checkin=2024-04-09,Narra Double
Silverland Min,https://www.agoda.com/silverland-min-hotel/hotel/ho-chi-minh-city-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=0467fcd5-35f1-48c3-be87-1d8470edbf1c&ds=LxaZ4GK%2FBx7rq6OP&checkin=2025-07-09,Superior No Window
Sky Gem Central Hotel,https://www.agoda.com/sky-gem-central-hotel/hotel/ho-chi-minh-city-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=f8ac9434-e0e4-4b7a-b952-ce001c5718e5&ds=LxaZ4GK%2FBx7rq6OP&checkin=2025-07-09,Deluxe
Sofitel,https://www.agoda.com/sofitel-saigon-plaza-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2024-05-3&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&isCityHaveAsq=false&tspTypes=-1&los=1&searchrequestid=b3e29fba-32fc-458e-9dcd-6ca1c9c68546&ds=P6UiPeYAOOFwsN6P,"Superior Room, 1 King Size Bed, city view"
Sotetsu,https://www.agoda.com/sotetsu-grand-fresa-saigon-hotel/hotel/ho-chi-minh-city-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-06-18&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=c35bd32d-ce80-49f7-82c9-20bda25b1360&ds=VFAYrKWeKOpUYVtV,Deluxe Double Room
Avana Retreat,https://www.agoda.com/avana-retreat/hotel/hoa-binh-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=da6e43b7-5781-49a8-9dbd-5620dd4404f4&checkin=2026-01-12,Mountain Suite
Bakhan Village Resort,https://www.agoda.com/bakhan-village-resort/hotel/suoi-rem-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=76207edc-a9c1-4225-a2d9-b80a6522c633&checkin=2026-01-12,Bungalow - Garden View
Mai Chau Ecolodge,https://www.agoda.com/mai-chau-ecolodge/hotel/mai-chau-hoa-binh-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=636d308d-4cf6-4919-8f29-0fc5563f6b3f&ds=DoZJ20i2e%2BEqNPUp&checkin=2026-01-11,Superior Twin Room with Garden View
Mit Retreat,https://www.agoda.com/mit-retreat-h78984157/hotel/hang-thau-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=5bd00a27-07ef-4749-ac5b-47dbd579de16&checkin=2026-01-12,One Bedroom Deluxe Mountain View
TOKI Ecolodge Cao Răm,https://www.agoda.com/toki-ecolodge-cao-ram/hotel/huyen-luong-son-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-01-12&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=[object%20Object]&los=1&searchrequestid=9dff44ac-f969-4da3-94c3-db30fd1d3d8c,"Basic Room, Mountain View"
