Hotel,URL,Room to be extracted
Kin Hotel Thi Sach,https://www.agoda.com/northern-hotel_4/hotel/ho-chi-minh-city-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-02-10&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=11a62bbf-c051-48a8-90e4-d03ba89ea882,Deluxe Twin Room
La Siesta Premium Saigon,https://www.agoda.com/la-siesta-premium-sai-gon/hotel/ho-chi-minh-city-vn.html?locale=en-us&ckuid=1966667b-a129-43e3-9e42-91da18018bf8&prid=0&currency=VND&correlationId=ef2aa55b-2c31-47cb-9d17-890acdf8e7e7&analyticsSessionId=-5797839592988512335&pageTypeId=7&realLanguageId=1&languageId=1&origin=VN&cid=1844104&userId=1966667b-a129-43e3-9e42-91da18018bf8&whitelabelid=1&loginLvl=0&storefrontId=3&currencyId=78&currencyCode=VND&htmlLanguage=en-us&cultureInfoName=en-us&machineName=hk-pc-2g-acm-web-user-67b448b6df-n6hgl&trafficGroupId=1&sessionId=2swl45p3wuzvbapfh5zd3owl&trafficSubGroupId=84&aid=130589&useFullPageLogin=true&cttp=4&isRealUser=true&mode=production&browserFamily=Chrome&cdnDomain=agoda.net&rooms=1&adults=2&childs=0&priceCur=VND&los=1&textToSearch=La%20Siesta%20Premium%20Saigon&productType=-1&travellerType=1&familyMode=off&checkin=2024-04-09,No Window - Superior Room
Lotte Hotel,https://www.agoda.com/lotte-legend-hotel-saigon/hotel/ho-chi-minh-city-vn.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&isCityHaveAsq=false&los=1&searchrequestid=61921d63-4631-40b4-8472-1ccb709c5fd7&checkin=2024-04-09,Deluxe Twin City View
M Gallery,https://www.agoda.com/hotel-des-arts-saigon-mgallery-collection/hotel/ho-chi-minh-city-vn.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1841726&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2024-07-20&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=dcc3de82-8c6b-96a6-c50c-4b60afb56f79&los=1&searchrequestid=1cdc3c71-ebbd-4c1a-a136-6d868353edbe,"DELUXE ROOM, 1 King Size Bed, City View"
Mai House,https://www.agoda.com/mai-house-saigon-hotel/hotel/ho-chi-minh-city-vn.html?locale=en-us&ckuid=1966667b-a129-43e3-9e42-91da18018bf8&prid=0&currency=VND&correlationId=9364c5be-4b0c-4451-bbc8-21e0667b4d72&analyticsSessionId=-5797839592988512335&pageTypeId=7&realLanguageId=1&languageId=1&origin=VN&cid=1844104&userId=1966667b-a129-43e3-9e42-91da18018bf8&whitelabelid=1&loginLvl=0&storefrontId=3&currencyId=78&currencyCode=VND&htmlLanguage=en-us&cultureInfoName=en-us&machineName=hk-pc-2f-acm-web-user-5f9b8b4b8c-8ptcs&trafficGroupId=1&sessionId=2swl45p3wuzvbapfh5zd3owl&trafficSubGroupId=84&aid=130589&useFullPageLogin=true&cttp=4&isRealUser=true&mode=production&browserFamily=Chrome&cdnDomain=agoda.net&rooms=1&adults=2&childs=0&priceCur=VND&los=1&textToSearch=Mai%20House%20Saigon%20Hotel&productType=-1&travellerType=1&familyMode=off&ds=ZOhIX4jnjJzsJ0Y%2F&checkin=2024-04-10,Deluxe King
New World Saigon Hotel,https://www.agoda.com/new-world-saigon-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&isCityHaveAsq=false&los=1&searchrequestid=c1bada4b-e0ac-4dec-aa1b-d698b3547e4c&checkin=2024-04-09,Premier Room King
Nexus Thao Dien,https://www.agoda.com/nexus-house-thao-dien/hotel/ho-chi-minh-city-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1922896&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tag=5fc5476f-cfda-467d-99a8-c87005c1c1f7&tspTypes=5%2C-1&los=1&searchrequestid=e8b49a75-b0cc-4dee-a9fd-5157d2350450&ds=RdkefN1aryIfmD%2BF&checkin=2025-07-25,Superior Studio with Garden
Nicecy Saigon Hotel,https://www.agoda.com/ho-sen-hotel/hotel/ho-chi-minh-city-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=3&los=1&searchrequestid=47029041-98af-44c4-88e6-d917edf605ae&ds=LxaZ4GK%2FBx7rq6OP&checkin=2025-07-09,Superior Double Room
Nikko,https://agoda.com/hotel-nikko-saigon/hotel/ho-chi-minh-city-vn.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&isCityHaveAsq=false&los=1&searchrequestid=f49e304e-3c14-4d22-bc62-459be698bdf0&checkin=2024-04-09,Deluxe King
Novotel,https://www.agoda.com/novotel-saigon-centre-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&isCityHaveAsq=false&los=1&searchrequestid=38b7e67c-5065-4ec2-9a1a-9d000d1680e0&ds=ZOhIX4jnjJzsJ0Y%2F&checkin=2024-04-11,"Superior Room, 1 King Bed"
