hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
Halais Hotel,Superior Room,"VND 1,094,612","VND 1,094,612","VND 1,094,612","VND 1,094,612","VND 1,094,612","VND 1,094,612"
Minasi HanoiOi Hotel,Premier Double Bed Room,"VND 1,500,000","VND 1,500,000","VND 1,500,000","VND 1,500,000","VND 1,500,000","VND 1,500,000"
Muong Thanh Hanoi Centre Hotel,Superior King Room,"VND 2,500,000","VND 1,271,947","VND 2,500,000","VND 1,271,947","VND 1,271,947","VND 1,271,947"
Mercure Hanoi La Gare Hotel,Classic Double Bed Room With City View,"VND 1,542,240","VND 1,723,680","VND 1,723,680","VND 1,814,400","VND 1,723,680","VND 1,723,680"
REY Hotel Hanoi,Standard Twin Room,"VND 2,000,000","VND 2,000,000","VND 2,300,000","VND 2,300,000","VND 1,725,000","VND 2,300,000"
La Passion Premium Cau Go,Grand Double Room,"VND 3,646,624","VND 8,631,282","VND 3,646,624","VND 8,631,282","VND 8,631,282","VND 8,545,740"
Bespoke Trendy Hotel Hanoi (Formerly Hanoi La Siesta Hotel Trendy),Cozy Deluxe Room,"VND 1,127,689","VND 1,172,796","VND 1,353,227","VND 1,353,227","VND 1,353,227","VND 1,263,012"
Nesta Hotel Hanoi,Superior Twin Room Non Smoking,"VND 1,227,369","VND 1,393,965","VND 1,291,967","VND 1,291,967","VND 1,291,967","VND 1,291,967"
Silk Path Boutique Hanoi,Superior Room,"VND 1,800,322","VND 3,513,600","VND 1,537,654","VND 1,537,654","VND 1,537,654","VND 1,537,654"
La Siesta Premium Hang Be,Superior Room No Window,"VND 3,049,200","VND 2,439,360","VND 2,286,900","VND 2,286,900","VND 3,049,200","VND 3,430,350"
Hanoi le Jardin Hotel & Spa,Cozy Le Jardin Classic Room,"VND 1,710,535","VND 1,615,875","VND 1,430,897","VND 1,430,897","VND 1,430,897","VND 1,615,875"
Hotel du Lac Hanoi,Deluxe Twin Internal Window,"VND 1,731,183","VND 6,400,000","VND 2,119,359","VND 2,119,359","VND 6,400,000","VND 2,003,710"
L'Signature Hotel & Spa,Superior Double No Window,"VND 2,732,073","VND 2,346,466","VND 2,357,671","VND 2,367,797","VND 2,356,439","VND 2,732,073"
Aira Boutique Hanoi Hotel & Spa,Deluxe Room,"VND 1,762,157","VND 1,761,894","VND 2,265,405","VND 2,264,089","VND 4,803,928","VND 2,265,405"
Melia Hanoi,Phòng Deluxe,"VND 6,927,292","VND 4,010,455","VND 4,010,455","VND 7,851,142","VND 3,910,173","VND 7,270,775"
Movenpick Hotel Hanoi Centre,Classic King Room,"VND 3,492,720","VND 3,719,520","VND 3,719,520","VND 3,719,520","VND 3,447,360","VND 3,719,520"
Hotel du Parc Hanoi,Deluxe King Room,"VND 2,768,127","VND 2,436,225","VND 2,436,225","VND 3,691,170","VND 2,338,576","VND 2,338,576"
The Oriental Jade Hotel,Oriental Pearl Twin,"VND 3,320,173","VND 12,896,434","VND 3,739,965","VND 12,896,434","VND 3,739,965","VND 12,896,434"
Ha Noi Hotel (Kim Ma),Deluxe Room,"VND 1,739,087","VND 1,739,087","VND 1,739,087","VND 1,739,087","VND 1,739,087","VND 1,739,087"
Grand Vista Hanoi (Kim Ma),Deluxe Twin Room,"VND 2,320,867","VND 2,320,867","VND 2,113,646","VND 2,113,646","VND 2,113,646","VND 2,113,646"
