hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
PARKROYAL Serviced Suites Hanoi,Phòng Deluxe có 1 Phòng ngủ,"VND 2,537,852","VND 2,570,764","VND 2,570,764","VND 2,570,764","VND 2,570,764","VND 2,570,764"
Moovenpick Living West Hanoi,Phòng Hai Giường Cao Cấp,"VND 1,973,160","VND 2,358,720","VND 2,358,720","VND 2,358,720","VND 2,358,720","VND 2,358,720"
Sofitel Legend,Cánh Opera - Phòng Premium 2 Giường Đơn,"VND 10,748,551","VND 18,063,537","VND 9,106,411","VND 9,106,411","VND 9,106,411","VND 9,106,411"
Capella Hanoi,Phòng Đôi Thương Gia,"VND 16,431,660","VND 13,308,624","VND 16,431,660","VND 12,569,256","VND 11,829,888","VND 16,431,660"
Fraser Residence Hanoi,Studio Executive,"VND 2,823,700","VND 3,003,390","VND 2,823,700","VND 2,823,700","VND 2,823,700","VND 2,823,700"
Minasi Premium Hotel,Standard Double room （No Window）,"VND 2,596,522","VND 2,589,130","VND 2,589,130","VND 2,598,369","VND 2,598,369","VND 2,598,369"
GRAND HÔTEL du LAC Hanoi,Phòng Đôi Deluxe kiểu Colonial có cửa sổ bên trong,"VND 3,648,936","VND 4,146,554","VND 4,019,648","VND 4,442,229","VND 3,490,172","VND 3,172,908"
Apricot Hotel,Phòng Đôi Sketch Không hút thuốc,"VND 3,003,876","VND 4,181,308","VND 4,181,308","VND 4,181,308","VND 3,945,927","VND 4,181,308"
Hotel de l'Opera - MGallery Hanoi,"PHÒNG CAO CẤP, 2 Giường đơn","VND 4,365,900","VND 4,541,670","VND 4,541,670","VND 4,541,670","VND 4,541,670","VND 4,541,670"
Grand K Hotel Suites Hanoi,Deluxe Room,"VND 2,039,997","VND 2,039,997","VND 1,899,367","VND 2,039,997","VND 2,046,075","VND 2,039,997"
InterContinental Hanoi Westlake by IHG,Phòng Cổ điển Giường cỡ King trên mặt nước Tầm nhìn ra thành phố,"VND 4,060,458","VND 4,747,382","VND 4,209,744","VND 4,478,563","VND 4,209,744","VND 5,672,846"
Diamond Westlake Suites,Căn Hộ Một Phòng Ngủ,"VND 1,867,677","VND 1,784,955","VND 1,779,906","VND 1,857,739","VND 1,877,684","VND 1,857,739"
Fraser Suites Hanoi,Studio Executive có Giường cỡ King,"VND 2,668,140","VND 3,057,615","VND 2,795,128","VND 2,795,128","VND 2,795,128","VND 2,795,128"
Grand Mercure Hanoi,"Phòng Deluxe, 1 giường lớn","VND 3,118,500","VND 2,494,800","VND 2,494,800","VND 2,494,800","VND 2,494,800","VND 2,903,040"
Somerset Grand Hanoi,Phòng điều hành một phòng ngủ,"VND 3,810,141","VND 3,175,118","VND 3,175,118","VND 3,175,118","VND 3,175,118","VND 2,993,682"
Somerset West Point Hanoi,Phòng studio King Executive,"VND 3,470,040","VND 3,776,220","VND 3,776,220","VND 3,776,220","VND 4,694,760","VND 4,694,760"
