hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
Legacy Mekong,"Bungalow, 2 Twin, Garden View","₫5,200,000","₫5,500,000","₫4,800,000","₫5,000,000","₫4,800,000","₫4,800,000"
Becamex Hotel New City,Twin One Bedroom Suite,"₫1,322,673","₫1,463,391","₫1,510,819","₫1,881,103","₫1,512,156","₫1,514,617"
HIIVE by fusion Binh Duong - VSIP 1,Superior Twin,"₫1,155,785","₫1,101,477","₫1,160,297","₫1,349,491","₫1,347,123","₫1,349,491"
Fairfield by Marriott South Binh Duong,"Guest room, 2 Twin","₫1,650,000","₫1,650,000","₫1,700,000","₫2,000,000","₫1,900,000","₫1,900,000"
Citadines Central Binh Duong,Studio Premier,"₫1,425,000","₫1,900,000","₫1,800,000","₫1,800,000","₫1,350,000","₫1,800,000"
Colline Dalat,Superior Double Room,"₫2,185,717","₫3,179,230","₫1,535,879","₫2,079,452","₫2,123,002","₫2,110,499"
Sheraton Can Tho,"Guest room, 2 Twin","₫1,950,000","₫2,150,000","₫1,950,000","₫2,100,000","₫2,100,000","₫2,100,000"
Banla Boutique Hotel,Superior,SOLD OUT,SOLD OUT,"₫1,507,222","₫1,507,222","₫1,507,222","₫1,507,222"
Ana Mandara Villas Dalat Resort & Spa,Villa Double Room,"₫4,743,342","₫13,065,861","₫2,901,314","₫2,897,796","₫2,871,867","₫2,897,796"
Bach Place Dalat,Deluxe Twin - Breakfast,SOLD OUT,"₫2,093,151",NA,"₫1,456,540","₫1,498,984","₫1,456,540"
Terracotta Hotel and Resort Dalat,Superior Twin,"₫2,172,588","₫2,631,262","₫1,727,516","₫1,619,240","₫1,619,240","₫1,693,280"
Nexus House An Son Da Lat,Standard Double with Balcony,"₫1,143,655",SOLD OUT,"₫1,174,429","₫1,352,184","₫868,681","₫866,787"
The Mist Boutique - Double Room,Double Room,"₫1,517,549",SOLD OUT,SOLD OUT,NA,"₫1,368,738",NA
Le Recit Boutique Hotel de Dalat,Deluxe Twin,"₫1,728,924",NA,"₫1,630,406","₫1,365,022","₫1,469,720","₫1,365,022"
The Mist Boutique - Deluxe Mountain View,Deluxe Mountain View,NA,SOLD OUT,SOLD OUT,NA,"₫2,357,911","₫2,357,911"
Mùa Dalat Wellness Hotel,Superior Double Room,"₫1,458,429",NA,"₫1,457,914","₫1,480,436","₫1,522,552","₫1,480,331"
The Mist Boutique  - Deluxe City View,Deluxe City View,"₫1,387,200",SOLD OUT,SOLD OUT,NA,"₫1,629,450","₫1,759,806"
Mercure Dalat Resort,Deluxe Twin,5.193.000₫,6.093.000₫,3.049.823₫,2.845.500₫,3.185.500₫,NA
Mơ Stay - Forest Resort,Deluxe Balcony Room,SOLD OUT,SOLD OUT,SOLD OUT,"₫3,117,879","₫3,200,975","₫3,117,656"
Swiss-Belresort Tuyen Lam Dalat,Deluxe Mountain View King Room,"₫1,376,500","₫987,178","₫1,089,580","₫1,111,029","₫1,086,919","₫1,088,958"
