hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
Silverland Ben Thanh_Spring Field - No Window,Spring Field - No Window,"1,333","1,332","1,204","1,333","3,335,847","3,147,050"
Wink,2 Twin Beds,Cheapest price you've seen!HK$639Per night before taxes,HK$505Per night before taxes,Cheapest price you've seen!HK$579Per night before taxes,Cheapest price you've seen!HK$579Per night before taxes,Cheapest price you've seen!Last booked 5 hours agoHK$579Per night before taxes,Cheapest price you've seen!HK$579Per night before taxes
Amanaki,Signature Twin Room,"1,296","1,122","1,296","2,689,505","2,407,603","2,689,505"
Amanaki,Signature Double Room,"1,136","1,499","1,184","1,180","1,184","2,689,505"
Wink,1 Queen Bed,Last booked 5 hours agoHK$639Per night before taxes,Cheapest price you've seen!Last booked 5 hours agoHK$490Per night before taxes,HK$579Per night before taxes,HK$579Per night before taxes,Last booked 5 hours agoHK$579Per night before taxes,"2,000,000"
Silverland May,Narra Twin - No Window,"1,473","3,877,125","3,405,364","3,352,195","3,308,758","3,207,496"
Silverland May,Narra Double,"₫ 2,394,215","3,877,125","₫ 2,394,215","3,352,195","₫ 2,394,215","3,019,184"
Au Lac Charner,Ruffier Deluxe Twin Room without Window,"2,626,157","₫ 2,117,242","2,367,857","2,367,857","2,354,491","2,364,943"
Silverland Ben Thanh_Sunshine Garden - Double or Twin,Sunshine Garden - Double or Twin,"3,754,560","₫ 2,661,312","3,520,095","3,704,256","3,568,498","3,379,447"
Au Lac Charner,Vannier Premier Twin Room,"2,642,769","₫ 2,326,179","2,403,363","2,457,000","2,454,435","2,455,184"
Hato,Premium Twin Room - Non-Smoking,"1,632,239","₫ 1,659,205","1,580,669","1,574,168",Original Price: HK$ 742HK$ 742-36%HK$478Per night before taxes,1.896.335
Hato,Deluxe Double No Window,SOLD OUT,"1,671,374",1.141.513,"1,472,878",SOLD OUT,"911,970"
La Siesta Hoi An Resort & Spa 1,Classic Wing Deluxe Room,2.729.855,"3,686,936","3,286,010","3,016,003","2,729,855","2,250,166"
M Hotel,Zen Corner,"3,169,247","3,174,879","2,857,442","2,326,504","3,207,390","3,174,879"
The Signature Hoi An,Signature Lantern Room,"2,150,428","4,364,809","2,703,030","1,880,784","1,927,396","1,840,695"
Moire Hoi An Vignette Collection By IHG,1 King Deluxe,"6,189,097","₫ 4,446,273","5,003,950",4.740.585,"3,950,487","3,950,487"
Sol An Bang Beach Resort & Spa,Deluxe Room,"2,058,938","2,008,497","1,849,076",1.871.964,"1,965,610","1,850,140"
Dechiu Hotel 1 - Hotel,Double Room with Queen Bed - Non-Smoking,"3,123,088",3.530.935,"3,259,495","3,099,319","3,259,495","3,089,302"
Dechiu Hotel - Hotel,Double Room with Sea View,"4,218,622","₫ 3,919,322","4,218,622","3,930,417","4,218,622",3.909.674
La Siesta Hoi An Resort & Spa,Club Wing Junior Suite with Balcony,"3,660,246","4,568,721","4,393,474","3,509,045","3,663,064","3,701,975"
