hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
Au Lac Charner,Ruffier Deluxe Twin Room without Window,"₫2,752,462","₫2,718,380","₫2,698,413","₫2,630,952","₫2,630,952","₫4,153,562"
Amanaki,Signature Twin Room,"₫3,788,250","₫4,216,854","₫3,651,868","₫4,216,854","₫3,682,777","₫2,807,279"
Au Lac Charner,Vannier Premier Twin Room,"₫3,161,727","₫5,320,902","₫5,320,902","₫5,320,902","₫2,730,000","₫4,309,931"
Silverland Ben Thanh_Sunshine Garden - Double or Twin,Sunshine Garden - Double or Twin,"₫4,699,152","₫4,571,595","₫4,481,209","₫4,396,577","₫4,481,209","₫4,392,412"
Amanaki,Signature Double Room,"₫3,788,250","₫4,676,111","₫3,683,670","₫3,641,887","₫3,643,780","₫2,693,848"
Wink,1 Queen Bed,"₫3,250,000","₫2,120,000","₫2,080,000","₫2,080,000","₫2,080,000","₫1,640,000"
Silverland May,Narra Twin - No Window,"₫4,381,446","₫4,402,887","₫3,965,581","₫3,970,403","₫3,876,830","₫3,584,592"
La Siesta Hoi An Resort & Spa 1,Classic Wing Deluxe Room,"₫3,343,020","₫4,486,178","₫5,360,792","₫5,353,206","₫4,280,991","₫3,331,678"
Silverland May,Narra Double,"₫4,140,345","₫4,303,165","₫3,925,091","₫3,970,403","₫3,732,043","₫3,541,993"
Silverland Ben Thanh_Spring Field - No Window,Spring Field - No Window,"₫4,525,674","₫4,336,030","₫4,248,922","₫4,248,922","₫4,295,555","₫4,483,830"
The Signature Hoi An,Signature Lantern Room,"₫2,503,678","₫2,380,420","₫2,267,487","₫2,380,420","₫3,699,267","₫2,076,464"
Hato,Premium Twin Room - Non-Smoking,"₫2,000,000",2.250.000₫,"₫2,197,828","₫2,558,480","₫1,768,993",2.052.120₫
Hato,Deluxe Double No Window,SOLD OUT,"₫1,510,217","₫1,670,484","₫1,975,629","₫1,379,411",SOLD OUT
M Hotel,Zen Corner,"₫3,635,351","₫3,635,351","₫3,083,770","₫3,107,979","₫3,635,351","₫2,479,929"
La Siesta Hoi An Resort & Spa,Club Wing Junior Suite with Balcony,"₫4,919,633","₫7,163,247","₫4,925,384","₫7,177,535","₫5,805,361","₫5,738,103"
Wink,2 Twin Beds,"₫2,650,000","₫2,080,000","₫2,080,000","₫2,080,000","₫2,080,000","₫1,640,000"
Sol An Bang Beach Resort & Spa,Deluxe Room,"₫2,114,592","₫2,078,275","₫2,060,640",2.062.762₫,2.062.017₫,"₫2,080,216"
Dechiu Hotel - Hotel,Double Room with Sea View,7.275.581₫,"₫7,084,853",SOLD OUT,"₫7,038,224","₫7,038,224","₫6,403,495"
Dechiu Hotel 1 - Hotel,Double Room with Queen Bed - Non-Smoking,5.039.366₫,5.036.467₫,"₫5,038,770","₫4,536,926","₫4,534,893","₫4,532,768"
Moire Hoi An Vignette Collection By IHG,1 King Deluxe,"₫8,030,542","₫8,820,432",9.873.618₫,"₫10,268,562","₫5,924,171","₫8,688,784"
