hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
Wink,1 Queen Bed,"₫2,600,000","₫2,120,000","₫2,080,000","₫2,080,000","₫2,080,000","₫2,080,000"
Au Lac Charner,Ruffier Deluxe Twin Room without Window,"₫2,748,119","₫2,747,478","₫2,746,807","₫4,615,068","₫2,744,130","₫2,630,952"
Amanaki,Signature Twin Room,"₫3,417,879","₫3,400,412","₫2,760,624","₫3,176,124","₫3,176,124","₫2,563,118"
Silverland Ben Thanh_Spring Field - No Window,Spring Field - No Window,"₫4,433,835","₫4,435,996","₫4,334,274","₫4,343,983","₫4,203,665","₫4,159,958"
Au Lac Charner,Vannier Premier Twin Room,"₫3,499,121","₫5,320,902","₫3,160,095","₫5,320,902","₫3,163,820","₫3,033,333"
Silverland May,Narra Twin - No Window,SOLD OUT,"₫4,351,138","₫4,061,797","₫4,113,314","₫3,879,079","₫3,876,830"
Silverland Ben Thanh_Sunshine Garden - Double or Twin,Sunshine Garden - Double or Twin,"₫4,770,987","₫4,668,450","₫4,661,728","₫4,617,283","₫4,528,349","₫4,392,412"
Amanaki,Signature Double Room,"₫2,585,879","₫3,418,949","₫2,655,559","₫3,176,124","₫3,176,124","₫3,176,124"
Wink,2 Twin Beds,"₫3,050,000","₫2,120,000","₫2,080,000","₫2,080,000","₫2,080,000","₫2,080,000"
Silverland May,Narra Double,SOLD OUT,"₫4,351,138","₫4,208,734","₫4,208,734","₫4,061,797","₫3,925,091"
Hato,Deluxe Double No Window,SOLD OUT,1.820.718₫,SOLD OUT,SOLD OUT,SOLD OUT,"₫1,528,325"
Hato,Premium Twin Room - Non-Smoking,2.500.000₫,"₫2,400,000","₫2,250,000","₫2,150,000",2.000.000₫,"₫2,250,000"
M Hotel,Zen Corner,"₫3,451,715",SOLD OUT,"₫3,454,178",SOLD OUT,SOLD OUT,SOLD OUT
La Siesta Hoi An Resort & Spa,Club Wing Junior Suite with Balcony,SOLD OUT,"₫5,804,140","₫7,170,847","₫6,046,121","₫6,253,239","₫4,626,777"
La Siesta Hoi An Resort & Spa 1,Classic Wing Deluxe Room,"₫4,235,744","₫4,149,693","₫55,128,424","₫5,366,479",4.763.738₫,"₫4,200,209"
Dechiu Hotel - Hotel,Double Room with Sea View,"₫4,379,469","₫4,413,472","₫4,540,688","₫4,531,195","₫4,084,742","₫4,027,193"
Moire Hoi An Vignette Collection By IHG,1 King Deluxe,"₫11,508,145","₫9,984,235","₫16,815,554","₫9,984,235","₫5,911,718","₫5,438,781"
The Signature Hoi An,Signature Lantern Room,SOLD OUT,"₫2,498,473","₫2,387,048","₫2,315,690",2.267.994₫,2.383.175₫
Dechiu Hotel 1 - Hotel,Double Room with Queen Bed - Non-Smoking,"₫3,175,635","₫3,169,346","₫3,525,098","₫3,175,598",3.528.442₫,"₫3,521,676"
Sol An Bang Beach Resort & Spa,Deluxe Room,"₫2,034,580","₫2,098,507","₫2,115,433","₫2,326,401","₫1,941,088","₫2,218,459"
