hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
Au Lac Charner,Ruffier Deluxe Twin Room without Window,"₫ 2,004,125","2,355,926","2,563,492","2,563,492","₫ 2,004,125","2,563,492"
Silverland Ben Thanh_Sunshine Garden - Double or Twin,Sunshine Garden - Double or Twin,"3,607,683","2,913,105","3,283,483","3,331,223","3,374,952","3,471,638"
Silverland May,Narra Twin - No Window,"₫ 2,116,026","₫ 2,116,026","2,341,600","2,568,441","2,971,845","₫ 2,116,026"
Amanaki,Signature Double Room,"2,248,942","2,118,854","2,186,591","2,082,153","2,148,574","2,293,827"
Silverland May,Narra Double,"3,173,919","₫ 2,072,582","2,341,600","2,568,441","2,568,441","₫ 2,072,582"
Au Lac Charner,Vannier Premier Twin Room,"2,447,838","2,511,216","2,433,628","2,402,060","2,457,000","2,660,000"
Wink,2 Twin Beds,"₫ 1,563,981","₫ 1,563,981","1,550,000","1,550,000","1,550,000","1,550,000"
Wink,1 Queen Bed,"2,100,000","1,700,000","1,550,000","1,550,000","1,550,000","1,550,000"
Amanaki,Signature Twin Room,"2,891,381","2,293,827","2,293,827","2,293,827","2,293,827","2,293,827"
Silverland Ben Thanh_Spring Field - No Window,Spring Field - No Window,"₫ 2,147,183","2,713,160","2,713,160","3,099,063","₫ 2,147,183","3,239,227"
The Signature Hoi An,Signature Lantern Room,"2,327,222",2.856.905,"2,446,032","2,573,651","₫ 1,722,398","2,420,000"
Moire Hoi An Vignette Collection By IHG,1 King Deluxe,"5,002,633","3,949,447","4,212,744","4,739,336","4,739,336","3,949,447"
Sol An Bang Beach Resort & Spa,Deluxe Room,"1,999,932","1,999,932","1,999,932","2,048,711","2,048,711","2,340,699"
Hato,Premium Twin Room - Non-Smoking,"1,828,924","₫ 1,546,209","1,882,716","1,775,132","2,420,635","2,420,635"
M Hotel,Zen Corner,"₫ 1,945,103","₫ 1,945,103","₫ 1,945,103","₫ 1,945,103","₫ 1,945,103","₫ 1,945,103"
La Siesta Hoi An Resort & Spa,Club Wing Junior Suite with Balcony,"3,527,096",4.105.368,"3,608,500","₫ 3,502,062",4.709.858,"₫ 3,502,062"
La Siesta Hoi An Resort & Spa 1,Classic Wing Deluxe Room,"2,285,714","2,285,714","3,655,088","2,943,564","3,198,555","3,549,305"
Dechiu Hotel - Hotel,Double Room with Sea View,"5,482,926","5,490,873","5,482,926","5,168,665","5,161,246","5,490,873"
Dechiu Hotel 1 - Hotel,Double Room with Queen Bed - Non-Smoking,4.004.930,"4,010,686","4,004,930","₫ 2,597,639",4.004.930,"4,010,686"
Hato,Deluxe Double No Window,"1,314,416","1,408,670",NA,NA,NA,"1,456,368"
