hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
Fusion Resort-3 bedroom villa,Three Bedroom Presidential Plunge Pool Loft - Spa Inclusive,"27,715,866","25,738,098","25,774,522","25,738,098",NA,"₫ 23,469,222"
Golden Lotus Grand Da Nang,Superior City View Room - Afternoon Tea Included,"1,514,974","2,224,588",1.464.709,"1,640,635","1,640,635","1,640,635"
Sheraton Grand Danang Beach Resort & Spa,"Guest room, 2 Twin, Bay view","3,800,000","₫ 3,821,128","₫ 3,821,128",3.821.128₫,"₫ 3,821,128",3.800.000
Fusion Resort-4 bedroom villa,Four Bedroom Premium Villa with Private Pool - Spa Inclusive,"43,153,871",38.551.554,NA,"38,611,575","38,558,616","38,611,575"
TMS Hotel Da Nang Beach,Premier City View Twin Room with Balcony and Spa Included,"2,609,347","₫ 2,255,664","2,419,577","2,203,704","2,338,624","2,419,577"
Shilla Monogram Danang,Superior Partial Ocean View Twin Room,3.430.146₫,"3,817,032","₫ 3,430,146","3,817,740","3,822,472","3,817,032"
SALA DANANG BEACH HOTEL,Superior Double City View,"₫ 1,591,149",2.279.012,"₫ 1,591,149","2,086,420","2,471,605","2,086,420"
Rosamia Da Nang Hotel,Grand Deluxe Double,2.207.367₫,"₫ 2,207,367","2,574,971","2,521,835","2,574,494","2,574,494"
Hyatt Regency Danang Resort And Spa,2 Twin Beds,"4,050,000","₫ 4,566,649",4.050.000,"4,635,000","4,320,000","4,320,000"
Fusion Resort-5 bedroom villa,Five Bedroom Premium Beachfront Villa with Private Pool - Spa Inclusive,"59,989,636","53,902,143","53,893,541","50,822,205",53.902.757,52.252.046
Sheraton,"Guest room, 2 Twin, Ocean view","3,400,000","3,400,000","3,600,000","3,400,000","3,400,000","3,800,000"
Nesta Hotel Da Nang,Superior Double Garden View,"₫ 1,357,350","₫ 1,357,350",SOLD OUT,"1,525,503","₫ 1,357,350",SOLD OUT
Express VVK,Standard Room without Window,"799,030","799,030",1.128.042,"1,128,042",1.128.042,"1,128,042"
M Village Tao Đàn,Superior Room,"2,233,627","1,658,521",1.695.202,1.571.170,"1,695,970","1,693,853"
Potique Hotel,Classic Room,3.598.332,"3,590,882",3.596.043,3.391.388,"3,595,377","3,590,882"
Vinpearl Resort,Deluxe Twin Room,3.488.541₫,"3,253,732","₫ 3,262,206","3,198,393","3,202,943","3,558,826"
Melia Vinpearl,Deluxe Room,"1,343,796","1,557,396",1.664.196,1.664.196,"1,664,196",1.664.196
InterContinental,2 Single Classic City View,4.056.902,4.320.337,"4,320,337","4,188,620","4,188,620","4,056,902"
Signature Lê Thánh Tôn,Deluxe City View Twin Room,"3,313,362",3.501.934,"3,496,303","3,501,934","3,496,303","3,501,893"
Mường Thanh,Deluxe Double City View,"1,518,519","1,283,510",1.446.649,"1,446,649","₫ 1,217,729","1,446,649"
MV Tôn Thất Đạm,Standard Room without Window,"₫ 1,291,272","1,128,042","1,739,065","1,739,065","1,739,065","1,739,065"
MV TTĐ,Deluxe Room,1.908.995,"1,551,058","2,115,079","2,115,079","2,115,079","2,115,079"
MV TTĐ,Deluxe Room Twin,"1,908,995","1,645,062","₫ 1,862,048","2,209,083","2,209,083","2,209,083"
