Hotel,URL,Room to be extracted
Le Récit - Phòng Deluxe 2 Giường đơn (Deluxe Twin),https://www.agoda.com/vi-vn/le-recit-boutique-hotel-de-dalat/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-08-29&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=a8ccdd76-a0b0-4a7b-8b62-e744921b3ed5&ds=K%2FKOTSBH0mqAPcyN,Phòng Deluxe 2 Giường đơn (Deluxe Twin)
Le Récit - Deluxe giường đôi (Deluxe Double),https://www.agoda.com/vi-vn/le-recit-boutique-hotel-de-dalat/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-08-29&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=a8ccdd76-a0b0-4a7b-8b62-e744921b3ed5&ds=K%2FKOTSBH0mqAPcyN,Deluxe giường đôi (Deluxe Double)
Le Récit - Suite Deluxe (Deluxe Suite),https://www.agoda.com/vi-vn/le-recit-boutique-hotel-de-dalat/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-08-29&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=a8ccdd76-a0b0-4a7b-8b62-e744921b3ed5&ds=K%2FKOTSBH0mqAPcyN,Suite Deluxe (Deluxe Suite)
Le Récit - Penthouse,https://www.agoda.com/vi-vn/le-recit-boutique-hotel-de-dalat/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-08-29&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=a8ccdd76-a0b0-4a7b-8b62-e744921b3ed5&ds=K%2FKOTSBH0mqAPcyN,Penthouse
Le Récit - Suite Căn Hộ Áp Mái 1 Phòng Ngủ (Penthouse 1 Bedroom Suite),https://www.agoda.com/vi-vn/le-recit-boutique-hotel-de-dalat/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-08-29&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=a8ccdd76-a0b0-4a7b-8b62-e744921b3ed5&ds=K%2FKOTSBH0mqAPcyN,Suite Căn Hộ Áp Mái 1 Phòng Ngủ (Penthouse 1 Bedroom Suite)
Le Récit - Suite Giường Lớn (King Suite),https://www.agoda.com/vi-vn/le-recit-boutique-hotel-de-dalat/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-08-29&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=a8ccdd76-a0b0-4a7b-8b62-e744921b3ed5&ds=K%2FKOTSBH0mqAPcyN,Suite Giường Lớn (King Suite)
Le Récit - Suite dạng Căn hộ áp mái 2 Phòng ngủ (Penthouse 2 Bedroom Suite),https://www.agoda.com/vi-vn/le-recit-boutique-hotel-de-dalat/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-08-29&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=a8ccdd76-a0b0-4a7b-8b62-e744921b3ed5&ds=K%2FKOTSBH0mqAPcyN,Suite dạng Căn hộ áp mái 2 Phòng ngủ (Penthouse 2 Bedroom Suite)
Le Récit - Căn Hộ Áp Mái Hướng Thành Phố Giường Đôi (Penthouse City View Double),https://www.agoda.com/vi-vn/le-recit-boutique-hotel-de-dalat/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-08-29&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=a8ccdd76-a0b0-4a7b-8b62-e744921b3ed5&ds=K%2FKOTSBH0mqAPcyN,Căn Hộ Áp Mái Hướng Thành Phố Giường Đôi (Penthouse City View Double)
Tui ba gang - Phòng Loại Sang - 1 Giường (Deluxe Room -- 1 Bed),https://www.agoda.com/vi-vn/tui-ba-gang-central-hotel/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=f23b1941-226f-49d5-a41b-e1e7bad5e73f&ds=d59EImkRc6VcT8ii&checkin=2026-09-29,Phòng Loại Sang - 1 Giường (Deluxe Room -- 1 Bed)
Tui ba gang - Deluxe Plus,https://www.agoda.com/vi-vn/tui-ba-gang-central-hotel/hotel/dalat-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=f23b1941-226f-49d5-a41b-e1e7bad5e73f&ds=d59EImkRc6VcT8ii&checkin=2026-09-29,Deluxe Plus
